experiment_id,experiment,lambda,noise_rate,seed,test_acc,test_error,best_acc,best_error,avg_cos_struct_value,time_seconds
M1-053,exp_M1_coarse_sweep,0.4,0.8,1,0.7231,0.27690000000000003,0.7231,0.27690000000000003,-0.42927355290231745,600.6756002902985
M1-054,exp_M1_coarse_sweep,0.4,0.8,2,0.7646,0.23540000000000005,0.7646,0.23540000000000005,-0.4450242920529384,603.5712854862213
M1-055,exp_M1_coarse_sweep,0.45,0.8,0,0.6335,0.36650000000000005,0.6335,0.36650000000000005,-0.34265004549176703,604.4201674461365
M1-056,exp_M1_coarse_sweep,0.45,0.8,1,0.5766,0.4234,0.5766,0.4234,-0.3153346134618026,584.2398281097412
M1-057,exp_M1_coarse_sweep,0.45,0.8,2,0.5857,0.4143,0.5857,0.4143,-0.3836397701770736,582.1637315750122
M1-058,exp_M1_coarse_sweep,0.5,0.8,0,0.1,0.9,0.2217,0.7783,0.0389716186667285,582.0136880874634
M1-059,exp_M1_coarse_sweep,0.5,0.8,1,0.5162,0.4838,0.5162,0.4838,-0.16563026727735397,580.3031537532806
M1-060,exp_M1_coarse_sweep,0.5,0.8,2,0.4995,0.5005,0.4995,0.5005,-0.2093425562952209,582.2921395301819
M1-061,exp_M1_coarse_sweep,0.55,0.8,0,0.1,0.9,0.1687,0.8313,0.04842074537783777,584.5375678539276
M1-062,exp_M1_coarse_sweep,0.55,0.8,1,0.1,0.9,0.1183,0.8817,0.07200284221250479,585.0047180652618
M1-063,exp_M1_coarse_sweep,0.55,0.8,2,0.1,0.9,0.1429,0.8571,0.07070423989147334,584.9446742534637
M1-064,exp_M1_coarse_sweep,0.6,0.8,0,0.1,0.9,0.1152,0.8848,0.13634229760962682,582.2819514274597
M1-065,exp_M1_coarse_sweep,0.6,0.8,1,0.1,0.9,0.1673,0.8327,0.12752477543794205,584.9447400569916
M1-066,exp_M1_coarse_sweep,0.6,0.8,2,0.1,0.9,0.1663,0.8337,0.11372131897712079,584.3365633487701
