experiment_id,experiment,lambda,noise_rate,seed,test_acc,test_error,best_acc,best_error,avg_cos_struct_value,time_seconds
M1-001,exp_M1_coarse_sweep,0.1,0.4,0,0.7701,0.2299,0.8698,0.13019999999999998,-0.01376787498060842,576.8471610546112
M1-002,exp_M1_coarse_sweep,0.1,0.4,1,0.7581,0.2419,0.8665,0.13349999999999995,-0.014144663836121205,575.502518415451
M1-003,exp_M1_coarse_sweep,0.1,0.4,2,0.7597,0.24029999999999996,0.8693,0.13070000000000004,-0.014171025019925603,575.7284321784973
M1-004,exp_M1_coarse_sweep,0.15,0.4,0,0.8161,0.18389999999999995,0.8816,0.11839999999999995,-0.033501417843193625,575.9006836414337
M1-005,exp_M1_coarse_sweep,0.15,0.4,1,0.8226,0.1774,0.8825,0.11750000000000005,-0.02914480392415023,575.662186384201
M1-006,exp_M1_coarse_sweep,0.15,0.4,2,0.8217,0.17830000000000001,0.8819,0.11809999999999998,-0.031950531343157104,575.7034773826599
M1-007,exp_M1_coarse_sweep,0.2,0.4,0,0.8566,0.14339999999999997,0.8904,0.10960000000000003,-0.05465608621150321,575.8307299613953
M1-008,exp_M1_coarse_sweep,0.2,0.4,1,0.8564,0.14359999999999995,0.8894,0.11060000000000003,-0.05234985229996844,575.8541555404663
M1-009,exp_M1_coarse_sweep,0.2,0.4,2,0.8545,0.14549999999999996,0.8887,0.11129999999999995,-0.05273765697776121,575.7816288471222
M1-010,exp_M1_coarse_sweep,0.25,0.4,0,0.874,0.126,0.8907,0.10929999999999995,-0.07713108084149187,575.8838081359863
M1-011,exp_M1_coarse_sweep,0.25,0.4,1,0.8756,0.12439999999999996,0.8896,0.11040000000000005,-0.07525322332949144,576.1914184093475
M1-012,exp_M1_coarse_sweep,0.25,0.4,2,0.875,0.125,0.8864,0.11360000000000003,-0.07814578548266153,575.7363135814667
M1-013,exp_M1_coarse_sweep,0.3,0.4,0,0.8898,0.11019999999999996,0.8901,0.1099,-0.10777314946489733,575.919429063797
M1-014,exp_M1_coarse_sweep,0.3,0.4,1,0.8821,0.1179,0.8878,0.11219999999999997,-0.12405936569806775,575.4191043376923
M1-015,exp_M1_coarse_sweep,0.3,0.4,2,0.8803,0.11970000000000003,0.8874,0.11260000000000003,-0.11108084558837639,576.1341536045074
M1-016,exp_M1_coarse_sweep,0.35,0.4,0,0.8853,0.11470000000000002,0.8853,0.11470000000000002,-0.16475497284733975,576.1892197132111
M1-017,exp_M1_coarse_sweep,0.35,0.4,1,0.8858,0.11419999999999997,0.8866,0.11339999999999995,-0.1704323026948513,575.7062821388245
M1-018,exp_M1_coarse_sweep,0.35,0.4,2,0.8878,0.11219999999999997,0.8878,0.11219999999999997,-0.15553844170674133,575.7481832504272
M1-019,exp_M1_coarse_sweep,0.4,0.4,0,0.886,0.11399999999999999,0.8862,0.11380000000000001,-0.19026290634885815,575.5827515125275
M1-020,exp_M1_coarse_sweep,0.4,0.4,1,0.8806,0.11939999999999995,0.8806,0.11939999999999995,-0.18833039657819942,576.4849622249603
M1-021,exp_M1_coarse_sweep,0.4,0.4,2,0.8849,0.11509999999999998,0.8849,0.11509999999999998,-0.19071973310271875,576.2061772346497
M1-022,exp_M1_coarse_sweep,0.45,0.4,0,0.8593,0.14070000000000005,0.8593,0.14070000000000005,-0.160005598845623,576.0319871902466
M1-023,exp_M1_coarse_sweep,0.45,0.4,1,0.8571,0.14290000000000003,0.8571,0.14290000000000003,-0.15445075045795276,577.1374011039734
M1-024,exp_M1_coarse_sweep,0.45,0.4,2,0.8542,0.14580000000000004,0.8542,0.14580000000000004,-0.17532859424826422,575.7862150669098
M1-025,exp_M1_coarse_sweep,0.5,0.4,0,0.7683,0.23170000000000002,0.7683,0.23170000000000002,-0.04443979663091401,576.3387441635132
M1-026,exp_M1_coarse_sweep,0.5,0.4,1,0.6412,0.3588,0.6412,0.3588,0.006894896870081982,576.3855049610138
M1-027,exp_M1_coarse_sweep,0.5,0.4,2,0.7491,0.2509,0.7491,0.2509,-0.046358257264127206,576.2983341217041
M1-028,exp_M1_coarse_sweep,0.55,0.4,0,0.5429,0.45709999999999995,0.5429,0.45709999999999995,-0.002586801963374735,576.1399817466736
M1-029,exp_M1_coarse_sweep,0.55,0.4,1,0.5059,0.4941,0.5059,0.4941,0.007727217302812884,576.3571524620056
M1-030,exp_M1_coarse_sweep,0.55,0.4,2,0.4068,0.5932,0.4068,0.5932,-0.005547733680530186,576.316545009613
