experiment_id,noise_rate,sweep_type,seed,step_idx,direction,lambda,test_error,avg_cos
R2b-005,0.8,slow,4,59,down,0.22,0.2269,-0.15580345924981698
R2b-006,0.8,slow,5,0,up,0.2,0.7392000000000001,-0.17217292954755606
R2b-006,0.8,slow,5,1,up,0.22,0.6969000000000001,-0.22856645612521287
R2b-006,0.8,slow,5,2,up,0.24,0.6636,-0.2164856303573529
R2b-006,0.8,slow,5,3,up,0.26,0.5141,-0.22807459266172075
R2b-006,0.8,slow,5,4,up,0.28,0.47709999999999997,-0.24717611936871342
R2b-006,0.8,slow,5,5,up,0.3,0.4678,-0.2710697079143886
R2b-006,0.8,slow,5,6,up,0.32,0.47909999999999997,-0.2895945666918569
R2b-006,0.8,slow,5,7,up,0.34,0.5529999999999999,-0.31055964134177383
R2b-006,0.8,slow,5,8,up,0.36,0.40159999999999996,-0.35610756852036834
R2b-006,0.8,slow,5,9,up,0.38,0.43310000000000004,-0.34193539982233956
R2b-006,0.8,slow,5,10,up,0.39,0.24750000000000005,-0.44911900710086433
R2b-006,0.8,slow,5,11,up,0.4,0.2308,-0.4778425141560788
R2b-006,0.8,slow,5,12,up,0.41,0.21889999999999998,-0.4840485269621927
R2b-006,0.8,slow,5,13,up,0.42,0.21930000000000005,-0.49616113457144523
R2b-006,0.8,slow,5,14,up,0.43,0.20730000000000004,-0.5192376039161974
R2b-006,0.8,slow,5,15,up,0.44,0.19569999999999999,-0.5466821535813565
R2b-006,0.8,slow,5,16,up,0.45,0.19140000000000001,-0.5556569709157457
R2b-006,0.8,slow,5,17,up,0.46,0.1896,-0.5665519699758413
R2b-006,0.8,slow,5,18,up,0.47,0.18710000000000004,-0.5643793823463576
R2b-006,0.8,slow,5,19,up,0.48,0.1854,-0.5682538869429608
R2b-006,0.8,slow,5,20,up,0.49,0.1835,-0.5672673479634889
R2b-006,0.8,slow,5,21,up,0.5,0.1814,-0.5607959222124548
R2b-006,0.8,slow,5,22,up,0.51,0.18210000000000004,-0.5641176548539376
R2b-006,0.8,slow,5,23,up,0.52,0.17669999999999997,-0.5396440280031185
R2b-006,0.8,slow,5,24,up,0.53,0.17759999999999998,-0.5240167015973403
R2b-006,0.8,slow,5,25,up,0.54,0.1735,-0.5041244845001065
R2b-006,0.8,slow,5,26,up,0.56,0.17379999999999995,-0.4723149290194317
R2b-006,0.8,slow,5,27,up,0.58,0.16890000000000005,-0.44751881534347726
R2b-006,0.8,slow,5,28,up,0.6,0.17190000000000005,-0.4029864157949175
R2b-006,0.8,slow,5,29,up,0.62,0.16500000000000004,-0.3837635625077754
R2b-006,0.8,slow,5,30,up,0.64,0.16949999999999998,-0.3443195476215713
R2b-006,0.8,slow,5,31,down,0.63,0.1614,-0.3657939770087904
R2b-006,0.8,slow,5,32,down,0.61,0.16290000000000004,-0.3863083069421807
R2b-006,0.8,slow,5,33,down,0.59,0.15880000000000005,-0.42594970671498045
R2b-006,0.8,slow,5,34,down,0.57,0.15800000000000003,-0.4511715862519887
R2b-006,0.8,slow,5,35,down,0.55,0.15839999999999999,-0.47470735408821885
R2b-006,0.8,slow,5,36,down,0.53,0.15610000000000002,-0.4948131338674195
R2b-006,0.8,slow,5,37,down,0.52,0.15669999999999995,-0.4842506343004655
R2b-006,0.8,slow,5,38,down,0.51,0.1603,-0.49060599201796007
R2b-006,0.8,slow,5,39,down,0.5,0.15790000000000004,-0.4883709551424396
