seed,category,epoch,step,c_sv,c_mc,norm_s,norm_v,norm_mix,loss_s,loss_v
3,trapped_90,2,400,0.588703453540802,0.9325953722000122,0.6940147876739502,0.387028306722641,0.8958670496940613,2.5796918869018555,2.2382023334503174
3,trapped_90,2,420,0.8226901292800903,0.2819249629974365,0.48069244623184204,0.48852261900901794,0.6234592795372009,2.3874804973602295,2.3335585594177246
3,trapped_90,2,440,0.9598404765129089,0.2939673960208893,0.2690941095352173,0.3025076389312744,0.6200352907180786,2.4669179916381836,2.523463726043701
3,trapped_90,2,460,0.6067606210708618,0.051031362265348434,0.16950790584087372,0.21015673875808716,0.5386369228363037,2.4102494716644287,2.371997594833374
3,trapped_90,2,480,0.9836810231208801,0.9973864555358887,1.093302845954895,1.1207900047302246,0.9960758090019226,2.7833282947540283,2.692415714263916
3,trapped_90,2,500,0.8142504692077637,0.49123337864875793,0.4704383611679077,0.33194947242736816,0.6927968263626099,2.372966766357422,2.2791848182678223
3,trapped_90,2,520,0.9444006681442261,0.17928534746170044,0.8394946455955505,0.7895618677139282,0.5263956189155579,2.4543066024780273,2.314286470413208
3,trapped_90,2,540,0.8565765619277954,0.3745827078819275,0.18998266756534576,0.2558155059814453,0.6821060180664062,2.3287744522094727,2.363089084625244
3,trapped_90,2,560,0.7133387327194214,0.9533509016036987,0.5391396880149841,0.6360190510749817,0.9286563992500305,2.5526320934295654,2.39369797706604
3,trapped_90,2,580,0.802391529083252,0.6280938982963562,0.4457227885723114,0.4452721178531647,0.8013840913772583,2.565047264099121,2.4571549892425537
3,trapped_90,3,600,0.0340656079351902,-0.005861546844244003,0.30365312099456787,0.2526572048664093,0.6474447250366211,2.4629552364349365,2.127741575241089
3,trapped_90,3,620,0.455375611782074,0.25262385606765747,0.12338782846927643,0.27042436599731445,0.7048478126525879,2.2417707443237305,2.143252372741699
3,trapped_90,3,640,0.8931924104690552,0.9828013181686401,0.8123289942741394,0.6994359493255615,0.9740289449691772,2.6874420642852783,2.31714129447937
3,trapped_90,3,660,0.7296710014343262,0.4220363199710846,0.2543925642967224,0.239744171500206,0.7031538486480713,2.378235101699829,2.3647537231445312
3,trapped_90,3,680,0.9697645306587219,0.268483430147171,0.6633188128471375,0.6642325520515442,0.5770269632339478,2.5183181762695312,2.497551441192627
3,trapped_90,3,700,0.8878862261772156,0.4877716898918152,0.2395845353603363,0.2639024257659912,0.7008033990859985,2.4919090270996094,2.617325782775879
3,trapped_90,3,720,0.9579629898071289,0.9932572245597839,0.3636460602283478,0.42302632331848145,0.9898597002029419,2.6342291831970215,2.67783260345459
3,trapped_90,3,740,0.7833608984947205,0.5749994516372681,0.1564280241727829,0.21491827070713043,0.8539248704910278,2.4551734924316406,2.429694652557373
3,trapped_90,3,760,0.7928703427314758,0.41354355216026306,0.6819989681243896,0.47724848985671997,0.7062718868255615,2.7616591453552246,2.4193663597106934
3,trapped_90,3,780,0.9284888505935669,0.4305890202522278,0.3405660092830658,0.348442405462265,0.6789165139198303,2.632157802581787,2.608959674835205
3,trapped_90,4,800,0.8961049318313599,0.9832732081413269,0.5822322964668274,0.5663158893585205,0.9747463464736938,2.7584779262542725,2.661919593811035
3,trapped_90,4,820,0.6367131471633911,0.2695079743862152,0.21785186231136322,0.21609115600585938,0.7464458346366882,2.3023500442504883,2.206362724304199
3,trapped_90,4,840,0.9316566586494446,0.09283680468797684,0.869969367980957,0.8644702434539795,0.4812648296356201,2.5791282653808594,2.3876185417175293
3,trapped_90,4,860,0.7458867430686951,0.3439197540283203,0.34065863490104675,0.3834591507911682,0.6748024821281433,2.3603310585021973,2.3523685932159424
3,trapped_90,4,880,0.8422971367835999,0.9745292663574219,0.20800065994262695,0.2631841003894806,0.9614066481590271,2.3161354064941406,2.225494146347046
3,trapped_90,4,900,0.8258930444717407,0.5367354154586792,0.5691195726394653,0.5237881541252136,0.850009560585022,2.696808338165283,2.374967098236084
3,trapped_90,4,920,0.7618131637573242,0.254696249961853,0.18566852807998657,0.21826228499412537,0.5988118052482605,2.3325459957122803,2.297233819961548
3,trapped_90,4,940,0.7738412618637085,0.262487530708313,0.18934565782546997,0.2849263548851013,0.602599024772644,2.283608913421631,2.204329252243042
3,trapped_90,4,960,0.9866185784339905,0.997857391834259,0.976189374923706,0.9173192977905273,0.9967831969261169,2.79768705368042,2.612976551055908
3,trapped_90,5,980,0.7959524393081665,0.44796374440193176,0.14805196225643158,0.19258524477481842,0.745111882686615,2.331407070159912,2.3014144897460938
3,trapped_90,5,1000,0.74855637550354,0.45775869488716125,0.32049331068992615,0.3467130959033966,0.6937716603279114,2.3808441162109375,2.3001928329467773
3,trapped_90,5,1020,0.8914398550987244,0.20000231266021729,0.3958185315132141,0.3955851197242737,0.6043010354042053,2.72538685798645,2.6167311668395996
3,trapped_90,5,1040,0.9306022524833679,0.9888501763343811,0.3411221504211426,0.3190317153930664,0.9832034707069397,2.839694023132324,2.760550022125244
3,trapped_90,5,1060,0.894083559513092,0.6969448924064636,0.3742310404777527,0.33734577894210815,0.7701436281204224,2.3651211261749268,2.291696548461914
3,trapped_90,5,1080,0.8999226689338684,0.5152543783187866,0.2827800214290619,0.3083457052707672,0.7525034546852112,2.5092647075653076,2.411337375640869
3,trapped_90,5,1100,0.7256329655647278,0.4397844970226288,0.18102599680423737,0.23085170984268188,0.7241176962852478,2.3067524433135986,2.2424111366271973
3,trapped_90,5,1120,0.9248190522193909,0.9879168272018433,0.8278184533119202,0.7411084771156311,0.9817908406257629,2.777942657470703,2.6106667518615723
3,trapped_90,5,1140,0.7853395938873291,0.6217971444129944,0.19497057795524597,0.17785032093524933,0.7817968130111694,2.3712542057037354,2.294628620147705
3,trapped_90,5,1160,0.8921463489532471,0.3564884662628174,0.5561004281044006,0.4265265166759491,0.6111258268356323,2.3937549591064453,2.226773262023926
3,trapped_90,6,1180,0.6862581968307495,0.2758079171180725,0.15990309417247772,0.14909696578979492,0.6835808753967285,2.3866937160491943,2.299513339996338
3,trapped_90,6,1200,0.8944485783576965,0.9830049872398376,0.5134148597717285,0.4738486409187317,0.9743384718894958,2.681957483291626,2.5292575359344482
3,trapped_90,6,1220,0.8893659114837646,0.32375243306159973,0.9139328598976135,0.8212551474571228,0.5472686886787415,2.561453342437744,2.518815517425537
3,trapped_90,6,1240,0.9208778738975525,0.5465660691261292,0.27724689245224,0.2569785416126251,0.7543440461158752,2.401029109954834,2.317817211151123
3,trapped_90,6,1260,0.811745822429657,0.2464149296283722,0.309784859418869,0.2874992787837982,0.601179301738739,2.3603293895721436,2.253739356994629
3,trapped_90,6,1280,0.9789385199546814,0.996626079082489,0.9914019107818604,1.015236735343933,0.9949324131011963,2.8107357025146484,2.7891600131988525
3,trapped_90,6,1300,0.5521816611289978,0.432223379611969,0.28676339983940125,0.2552657425403595,0.6346893310546875,2.320378303527832,2.1559770107269287
3,trapped_90,6,1320,0.9176729321479797,0.4071125388145447,0.6106454133987427,0.6218662858009338,0.6707250475883484,2.570791006088257,2.5178120136260986
3,trapped_90,6,1340,0.7644374966621399,0.23781615495681763,0.3948087990283966,0.34343525767326355,0.6253563761711121,2.446810245513916,2.308183193206787
3,trapped_90,6,1360,0.7281081080436707,0.955792248249054,0.4454653859138489,0.6750454306602478,0.9324654936790466,2.4805727005004883,2.2996420860290527
3,trapped_90,7,1380,0.8784134984016418,0.629456102848053,0.508467435836792,0.43041664361953735,0.75997394323349,2.5761923789978027,2.3544678688049316
3,trapped_90,7,1400,0.6225895881652832,0.041554130613803864,0.46926724910736084,0.4400024712085724,0.5811372399330139,2.367642402648926,2.2459568977355957
3,trapped_90,7,1420,0.8968471884727478,0.41885703802108765,0.5941639542579651,0.6154762506484985,0.6601195931434631,2.6459102630615234,2.4750208854675293
3,trapped_90,7,1440,0.8297739028930664,0.9724862575531006,0.6478867530822754,0.5885810852050781,0.9582752585411072,2.7444522380828857,2.4685754776000977
3,trapped_90,7,1460,0.6921638250350952,0.6684060096740723,0.24477064609527588,0.21911302208900452,0.8508012294769287,2.4225025177001953,2.3137121200561523
3,trapped_90,7,1480,0.9391691088676453,0.3189011514186859,0.6910387873649597,0.6070308089256287,0.5537495017051697,2.481762409210205,2.2449965476989746
3,trapped_90,7,1500,0.8832500576972961,0.3577379286289215,0.5150694251060486,0.5192235112190247,0.6561706066131592,2.709029197692871,2.5908241271972656
3,trapped_90,7,1520,0.8442724943161011,0.9748511910438538,0.21025718748569489,0.24306513369083405,0.9618995785713196,2.3082354068756104,2.258362293243408
3,trapped_90,7,1540,0.6449003219604492,0.29982373118400574,0.4343290627002716,0.3846738338470459,0.6966928839683533,2.6204285621643066,2.190765142440796
3,trapped_90,7,1560,0.7903240323066711,0.482977032661438,0.1958581507205963,0.24912388622760773,0.7431511282920837,2.4152255058288574,2.433969020843506
3,trapped_90,8,1580,0.8940786123275757,0.28572675585746765,0.20315968990325928,0.2379671037197113,0.5674252510070801,2.381887912750244,2.321082830429077
3,trapped_90,8,1600,0.9410101175308228,0.9905281662940979,0.9016809463500977,0.865288496017456,0.9857407808303833,2.97176456451416,2.7854506969451904
3,trapped_90,8,1620,0.7493807673454285,0.6615991592407227,0.17361800372600555,0.2559511363506317,0.8378717303276062,2.2772340774536133,2.1809871196746826
3,trapped_90,8,1640,0.7143656611442566,0.4069291651248932,0.25153693556785583,0.27560681104660034,0.6275049448013306,2.295529842376709,2.1609411239624023
3,trapped_90,8,1660,0.7941061854362488,0.16179156303405762,0.537125289440155,0.4096840023994446,0.534546971321106,2.576148509979248,2.214524269104004
3,trapped_90,8,1680,0.8705828785896301,0.9791324734687805,0.19636140763759613,0.27326729893684387,0.9684420228004456,2.3221545219421387,2.2381792068481445
3,trapped_90,8,1700,0.9013366103172302,0.7867591977119446,0.4168183207511902,0.36537036299705505,0.9304710030555725,2.766256332397461,2.5070571899414062
3,trapped_90,8,1720,0.9036920070648193,0.3004589378833771,0.19355346262454987,0.1863327920436859,0.6375522017478943,2.436433792114258,2.4139161109924316
3,trapped_90,8,1740,0.3151179254055023,0.029389912262558937,0.3556748032569885,0.2943083941936493,0.6354250907897949,2.4782776832580566,2.3212637901306152
3,trapped_90,8,1760,0.8460057377815247,0.9751337766647339,0.3737387955188751,0.3564871847629547,0.9623319506645203,2.527649164199829,2.360309600830078
3,trapped_90,9,1780,0.652605414390564,0.6900869607925415,0.20587025582790375,0.22874777019023895,0.8004483580589294,2.296718120574951,2.166341543197632
3,trapped_90,9,1800,0.8852423429489136,0.08686058968305588,0.5529717803001404,0.4017222225666046,0.5230945348739624,2.4946470260620117,2.2231264114379883
3,trapped_90,9,1820,0.9867006540298462,0.38332244753837585,0.8961353302001953,1.0876811742782593,0.629298985004425,2.694082736968994,2.761507987976074
3,trapped_90,9,1840,0.6564142107963562,0.9439054131507874,0.29986634850502014,0.23538236320018768,0.9138264656066895,2.400662899017334,2.187668800354004
3,trapped_90,9,1860,0.7009525895118713,0.7367568612098694,0.215282142162323,0.25189897418022156,0.8539109230041504,2.333848714828491,2.184755325317383
3,trapped_90,9,1880,0.6113076210021973,0.31904810667037964,0.26271891593933105,0.21640823781490326,0.7839809060096741,2.499579429626465,2.313185691833496
3,trapped_90,9,1900,0.5694411993026733,0.12392144650220871,0.22823484241962433,0.20565387606620789,0.5663990378379822,2.373420476913452,2.1939504146575928
3,trapped_90,9,1920,0.9336398243904114,0.9893401265144348,0.8607299327850342,0.8020310401916504,0.9839447140693665,2.8273470401763916,2.544884204864502
3,trapped_90,9,1940,0.7483513951301575,0.697097897529602,0.2760349214076996,0.22036488354206085,0.7702725529670715,2.379417896270752,2.2294821739196777
3,trapped_90,10,1960,0.8294109106063843,0.3731624484062195,0.19038479030132294,0.24267682433128357,0.6352254748344421,2.281562328338623,2.195476531982422
3,trapped_90,10,1980,0.9368005990982056,0.1133924126625061,0.7872007489204407,0.6258082985877991,0.5074959397315979,2.762065887451172,2.4293763637542725
3,trapped_90,10,2000,0.6213018298149109,0.938050389289856,0.18011008203029633,0.305209219455719,0.9045578241348267,2.3604650497436523,2.2797837257385254
3,trapped_90,10,2020,0.7860963344573975,0.6215117573738098,0.3276606798171997,0.3502643406391144,0.7443879842758179,2.3731651306152344,2.2021217346191406
3,trapped_90,10,2040,0.7449442148208618,0.3440203368663788,0.16040189564228058,0.23539988696575165,0.6961053013801575,2.2474942207336426,2.1586856842041016
3,trapped_90,10,2060,0.793671727180481,0.08612243831157684,0.3377358317375183,0.24260304868221283,0.5320388078689575,2.4486632347106934,2.2103769779205322
3,trapped_90,10,2080,0.8770248293876648,0.9801788926124573,0.27975383400917053,0.2882024049758911,0.9700371026992798,2.532057285308838,2.3871028423309326
3,trapped_90,10,2100,0.9129586815834045,0.6433783769607544,0.29290255904197693,0.3633759021759033,0.8298882246017456,2.428062915802002,2.356224775314331
3,trapped_90,10,2120,0.6769967675209045,0.4393608272075653,0.2911601662635803,0.22321827709674835,0.5790113806724548,2.319180488586426,2.0856356620788574
3,trapped_90,10,2140,0.7054626941680908,0.1458844393491745,0.16417793929576874,0.22696201503276825,0.5743411779403687,2.338263511657715,2.231154441833496
3,trapped_90,11,2160,0.8542200922966003,0.9764716029167175,0.3184468150138855,0.23826055228710175,0.9643783569335938,2.5477957725524902,2.2863264083862305
3,trapped_90,11,2180,0.7948815226554871,0.5684609413146973,0.6044644713401794,0.36274075508117676,0.6971964836120605,2.748338222503662,2.5445971488952637
3,trapped_90,11,2200,0.5542039275169373,0.4202353060245514,0.4306727945804596,0.4745592176914215,0.679834246635437,2.3867714405059814,2.126243829727173
3,trapped_90,11,2220,0.6427910327911377,0.2249758094549179,0.2540682554244995,0.2234869748353958,0.6010556221008301,2.339641809463501,2.1533021926879883
3,trapped_90,11,2240,0.875768780708313,0.9799750447273254,0.19813191890716553,0.21353906393051147,0.9697262644767761,2.3489739894866943,2.240910530090332
3,trapped_90,11,2260,0.8122689127922058,0.8509162068367004,0.5913550853729248,0.5345892310142517,0.9060899615287781,2.9592185020446777,2.5007741451263428
3,trapped_90,11,2280,0.6357602477073669,0.4814572036266327,0.20582421123981476,0.17501665651798248,0.6845149397850037,2.3526387214660645,2.1553127765655518
3,trapped_90,11,2300,0.9038280248641968,0.002575357211753726,0.23492421209812164,0.24504053592681885,0.4360027313232422,2.3859949111938477,2.2810139656066895
3,trapped_90,11,2320,0.8196625113487244,0.9708346724510193,0.2269710898399353,0.22120007872581482,0.9557395577430725,2.4753851890563965,2.2797389030456543
3,trapped_90,11,2340,0.8599860668182373,0.7509490847587585,0.33972063660621643,0.31804266571998596,0.8794276714324951,2.599125385284424,2.4127509593963623
3,trapped_90,12,2360,0.7585244178771973,0.538140594959259,0.20169565081596375,0.22213126718997955,0.6421962976455688,2.356684684753418,2.2282443046569824
3,trapped_90,12,2380,0.8581357002258301,0.44074517488479614,0.34399208426475525,0.405612975358963,0.6657867431640625,2.5894558429718018,2.443124771118164
3,trapped_90,12,2400,0.9322298169136047,0.9891127347946167,0.28723976016044617,0.34829404950141907,0.9836006760597229,2.555847644805908,2.5612473487854004
3,trapped_90,12,2420,0.711022675037384,0.5304886102676392,0.4019019901752472,0.40263503789901733,0.7401521801948547,2.540996789932251,2.306758165359497
3,trapped_90,12,2440,0.6842645406723022,0.46031057834625244,0.09915239363908768,0.19124972820281982,0.7909966111183167,2.2722253799438477,2.19558048248291
3,trapped_90,12,2460,0.8016455769538879,0.04396873340010643,0.32067573070526123,0.3107593059539795,0.5285456776618958,2.467468738555908,2.364283323287964
3,trapped_90,12,2480,0.7816097140312195,0.9646013975143433,0.4939497113227844,0.31885775923728943,0.9461357593536377,2.5683534145355225,2.1869630813598633
3,trapped_90,12,2500,0.8328999280929565,0.6595709919929504,0.6072552800178528,0.48790210485458374,0.8703888058662415,2.9963040351867676,2.596405029296875
3,trapped_90,12,2520,0.9216707944869995,0.21520505845546722,0.4228668212890625,0.3560781180858612,0.5348716974258423,2.446531057357788,2.284987211227417
3,trapped_90,12,2540,0.720840334892273,0.07707347720861435,0.18447443842887878,0.22050853073596954,0.5600320100784302,2.366133689880371,2.3119959831237793
3,trapped_90,13,2560,0.923323392868042,0.9876753687858582,0.8579081892967224,0.615731954574585,0.9814251661300659,2.70678973197937,2.3111255168914795
3,trapped_90,13,2580,0.8568066954612732,0.6759245991706848,0.2535706162452698,0.19842585921287537,0.7817339301109314,2.4747254848480225,2.36342191696167
3,trapped_90,13,2600,0.8618838787078857,0.29492196440696716,0.46530866622924805,0.373079389333725,0.5761142373085022,2.3657445907592773,2.219392776489258
3,trapped_90,13,2620,0.8526567816734314,0.42455294728279114,0.35146424174308777,0.29803866147994995,0.7018481492996216,2.546825408935547,2.3146910667419434
3,trapped_90,13,2640,0.9561468362808228,0.9929651021957397,0.39944371581077576,0.4072240889072418,0.9894192814826965,2.629286766052246,2.60030460357666
3,trapped_90,13,2660,0.8797405362129211,0.8663382530212402,0.3130590617656708,0.39209452271461487,0.9113456606864929,2.525463104248047,2.5825767517089844
3,trapped_90,13,2680,0.9861867427825928,-0.1188613697886467,2.4937191009521484,2.5573925971984863,0.38757532835006714,3.5422005653381348,3.2722511291503906
3,trapped_90,13,2700,0.8380950689315796,0.3745260536670685,0.893044114112854,0.5730211734771729,0.6492242217063904,2.694577693939209,2.3528892993927
3,trapped_90,13,2720,0.669744610786438,0.9461225867271423,0.29572102427482605,0.3591718375682831,0.9173208475112915,2.3978214263916016,2.219602108001709
3,trapped_90,13,2740,0.7961745262145996,0.40613630414009094,0.5238430500030518,0.432333379983902,0.6371158957481384,2.5337777137756348,2.3663501739501953
3,trapped_90,14,2760,0.9653725624084473,0.0687507838010788,0.830869197845459,0.7309982776641846,0.47950321435928345,2.606738567352295,2.3895530700683594
3,trapped_90,14,2780,0.6076987385749817,0.30269795656204224,0.1894920915365219,0.23279277980327606,0.7184211015701294,2.3002543449401855,2.190065383911133
3,trapped_90,14,2800,0.7745761275291443,0.9634463787078857,0.4926273822784424,0.3520878851413727,0.9443498253822327,2.636653423309326,2.3058719635009766
3,trapped_90,14,2820,0.9378538727760315,0.8173513412475586,0.2902339696884155,0.3196089267730713,0.8564079999923706,2.625591993331909,2.5539846420288086
3,trapped_90,14,2840,0.7674463391304016,0.39623135328292847,0.2127523273229599,0.20996074378490448,0.7614885568618774,2.4003660678863525,2.282439947128296
3,trapped_90,14,2860,0.8254542350769043,0.3104187548160553,0.3256772756576538,0.39296233654022217,0.5945204496383667,2.482586145401001,2.3652005195617676
3,trapped_90,14,2880,0.8859782218933105,0.9816316962242126,0.1538199782371521,0.18040679395198822,0.9722497463226318,2.374758243560791,2.3076043128967285
3,trapped_90,14,2900,0.821919322013855,0.699327290058136,0.270142525434494,0.2739872336387634,0.9421452879905701,2.6465742588043213,2.518097162246704
3,trapped_90,14,2920,0.8909616470336914,0.6250135898590088,0.2612837553024292,0.33443546295166016,0.7842180728912354,2.5401649475097656,2.488809823989868
3,trapped_90,15,2940,0.9739193320274353,-0.017998607829213142,0.416333943605423,0.40381771326065063,0.4608960449695587,2.6264586448669434,2.5884737968444824
3,trapped_90,15,2960,0.821317732334137,0.9711052179336548,0.15737715363502502,0.16184493899345398,0.9561551213264465,2.5239663124084473,2.37911319732666
3,trapped_90,15,2980,0.9470594525337219,0.5402427911758423,0.2745967209339142,0.27478691935539246,0.6817306280136108,2.4235000610351562,2.356508493423462
3,trapped_90,15,3000,0.9144168496131897,0.6015594601631165,0.26029172539711,0.2811069190502167,0.7833057641983032,2.713491439819336,2.7044081687927246
3,trapped_90,15,3020,0.9041329622268677,0.14633752405643463,0.41916996240615845,0.4642631411552429,0.49660566449165344,2.6226913928985596,2.5534491539001465
3,trapped_90,15,3040,0.4869138300418854,0.9154496192932129,0.2898123860359192,0.25174200534820557,0.8681696653366089,2.426955223083496,2.234830379486084
3,trapped_90,15,3060,0.5590417385101318,0.6203585863113403,0.1680787205696106,0.1593741774559021,0.8570729494094849,2.339292526245117,2.174877405166626
3,trapped_90,15,3080,0.7409207820892334,0.6940653324127197,0.26422953605651855,0.22728471457958221,0.8037194013595581,2.663986921310425,2.4543161392211914
3,trapped_90,15,3100,0.65353924036026,0.13715451955795288,0.33486512303352356,0.38721346855163574,0.5024467706680298,2.580289840698242,2.36967396736145
3,trapped_90,15,3120,0.7215368747711182,0.954706609249115,0.24665160477161407,0.31392017006874084,0.9307726621627808,2.430802345275879,2.308349847793579
3,trapped_90,16,3140,0.7007977366447449,0.6825681328773499,0.14940494298934937,0.13661451637744904,0.8991093635559082,2.325291156768799,2.168174982070923
3,trapped_90,16,3160,0.9155123233795166,0.6313497424125671,0.2951934039592743,0.23378492891788483,0.7327394485473633,2.618391752243042,2.4376797676086426
3,trapped_90,16,3180,0.8058300614356995,0.30007392168045044,0.23254525661468506,0.30704984068870544,0.688098669052124,2.4359607696533203,2.3537979125976562
3,trapped_90,16,3200,0.8504045009613037,0.9758501052856445,0.3276028037071228,0.29133468866348267,0.9634283781051636,2.6085572242736816,2.4015493392944336
3,trapped_90,16,3220,0.8789361119270325,0.5351507067680359,0.3019849359989166,0.31247079372406006,0.8330394625663757,2.658702850341797,2.6642417907714844
3,trapped_90,16,3240,0.8598759770393372,0.28685688972473145,0.30712950229644775,0.26075634360313416,0.5774978399276733,2.418515205383301,2.2767038345336914
3,trapped_90,16,3260,0.8572790026664734,0.009799016639590263,0.6044549345970154,0.3809565603733063,0.439377099275589,2.9853625297546387,2.325117826461792
3,trapped_90,16,3280,0.9700233936309814,0.9951950907707214,0.43383729457855225,0.49181243777275085,0.9927796125411987,2.642571449279785,2.6115059852600098
3,trapped_90,16,3300,0.7841200828552246,0.45210617780685425,0.22196710109710693,0.22188878059387207,0.8266946077346802,2.4122557640075684,2.2624804973602295
3,trapped_90,16,3320,0.8593664765357971,0.3500872850418091,0.18916632235050201,0.19037607312202454,0.578129231929779,2.2993812561035156,2.1695713996887207
3,trapped_90,17,3340,0.9731663465499878,0.2580872178077698,0.5433043241500854,0.6634404063224792,0.579300582408905,2.584489345550537,2.6121063232421875
3,trapped_90,17,3360,0.5986456274986267,0.934260904788971,0.10176330804824829,0.1345232129096985,0.8985265493392944,2.26003360748291,2.1985344886779785
3,trapped_90,17,3380,0.9557618498802185,0.8692677021026611,0.2988297939300537,0.35251688957214355,0.9416310787200928,2.632478713989258,2.5692138671875
3,trapped_90,17,3400,0.9677999019622803,0.4422122836112976,0.3010595142841339,0.30934444069862366,0.6931270956993103,2.73506760597229,2.606684684753418
3,trapped_90,17,3420,0.9389573335647583,0.0701201930642128,0.31626084446907043,0.3009459376335144,0.48253071308135986,2.607576370239258,2.524951457977295
3,trapped_90,17,3440,0.974154531955719,0.9958584308624268,0.3040028512477875,0.31333714723587036,0.9937778115272522,2.7578234672546387,2.704732894897461
3,trapped_90,17,3460,0.9782068133354187,0.9094348549842834,0.18989479541778564,0.21753764152526855,0.9319376945495605,2.5507514476776123,2.5703866481781006
3,trapped_90,17,3480,0.9392964839935303,0.5685145854949951,0.19533923268318176,0.23537710309028625,0.7351967096328735,2.628481864929199,2.6704177856445312
3,trapped_90,17,3500,0.95961594581604,0.5402624011039734,0.28235313296318054,0.301209032535553,0.7026504874229431,2.6992125511169434,2.5343189239501953
3,trapped_90,17,3520,0.9681079983711243,0.9948874711990356,0.6133984923362732,0.6325576305389404,0.9923164248466492,3.05837345123291,2.9687321186065674
3,trapped_90,18,3540,0.964450478553772,0.8940142393112183,0.1843670904636383,0.21956394612789154,0.9427254796028137,2.5951313972473145,2.6895980834960938
3,trapped_90,18,3560,0.8524816632270813,0.6658904552459717,0.3826839327812195,0.2937431037425995,0.7849748134613037,2.634838104248047,2.507746458053589
3,trapped_90,18,3580,0.6215159893035889,0.3466521203517914,0.14664484560489655,0.27095070481300354,0.7117347121238708,2.3250656127929688,2.2358651161193848
3,trapped_90,18,3600,0.6160192489624023,0.9371674060821533,0.34552332758903503,0.23935861885547638,0.9031551480293274,2.417564868927002,2.168423652648926
3,trapped_90,18,3620,0.7416220307350159,0.7747581005096436,0.26566052436828613,0.30834925174713135,0.7812597155570984,2.443877696990967,2.372572660446167
3,trapped_90,18,3640,0.5330280661582947,0.1646777093410492,0.359060138463974,0.16440561413764954,0.6008038520812988,2.244832992553711,2.0227677822113037
3,trapped_90,18,3660,0.852865993976593,0.02783742919564247,0.3792441785335541,0.4249611496925354,0.4687739312648773,2.3885879516601562,2.255293369293213
3,trapped_90,18,3680,0.8872211575508118,0.9818333983421326,0.20863492786884308,0.23712584376335144,0.9725565314292908,2.502596855163574,2.346205472946167
3,trapped_90,18,3700,0.739306628704071,0.8154794573783875,0.5314539670944214,0.38747939467430115,0.909842848777771,2.7501447200775146,2.6402947902679443
3,trapped_90,18,3720,0.8005198240280151,0.5102865695953369,0.21387307345867157,0.2798503041267395,0.7460059523582458,2.308659791946411,2.1951799392700195
