experiment_id,noise_rate,sweep_type,seed,step_idx,direction,lambda,test_error,test_acc,avg_cos
R1a-006,0.4,fast,5,6,up,0.32,0.39570000000000005,0.6043,-0.19229905092043384
R1a-006,0.4,fast,5,7,up,0.34,0.5098,0.4902,-0.19326140326732882
R1a-006,0.4,fast,5,8,up,0.36,0.41910000000000003,0.5809,-0.16413608018536957
R1a-006,0.4,fast,5,9,up,0.38,0.3981,0.6019,-0.2015312307666303
R1a-006,0.4,fast,5,10,up,0.4,0.43999999999999995,0.56,-0.16638450111424055
R1a-006,0.4,fast,5,11,up,0.42,0.5809,0.4191,-0.14794268991741144
R1a-006,0.4,fast,5,12,up,0.43,0.49150000000000005,0.5085,-0.13300841563495294
R1a-006,0.4,fast,5,13,up,0.44,0.41590000000000005,0.5841,-0.0944450875953296
R1a-006,0.4,fast,5,14,up,0.45,0.4032,0.5968,-0.10532202437752858
R1a-006,0.4,fast,5,15,up,0.46,0.43610000000000004,0.5639,-0.12026312092214594
R1a-006,0.4,fast,5,16,up,0.47,0.504,0.496,-0.08778601884604337
R1a-006,0.4,fast,5,17,up,0.48,0.3446,0.6554,-0.08848971679535865
R1a-006,0.4,fast,5,18,up,0.49,0.388,0.612,-0.09443280949941552
R1a-006,0.4,fast,5,19,up,0.5,0.4675,0.5325,-0.07368402930727343
R1a-006,0.4,fast,5,20,up,0.51,0.4739,0.5261,-0.07410875743739687
R1a-006,0.4,fast,5,21,up,0.52,0.35860000000000003,0.6414,-0.07385018645377107
R1a-006,0.4,fast,5,22,up,0.53,0.38660000000000005,0.6134,-0.03898679814063849
R1a-006,0.4,fast,5,23,up,0.54,0.5134000000000001,0.4866,-0.03211012369316375
R1a-006,0.4,fast,5,24,up,0.55,0.4416,0.5584,-0.005370356793496378
R1a-006,0.4,fast,5,25,up,0.56,0.5538000000000001,0.4462,-0.020236548822734277
R1a-006,0.4,fast,5,26,up,0.57,0.35129999999999995,0.6487,-0.03831340461655767
R1a-006,0.4,fast,5,27,up,0.58,0.5645,0.4355,-0.017527473535850806
R1a-006,0.4,fast,5,28,up,0.6,0.4646,0.5354,-0.015361809882107285
R1a-006,0.4,fast,5,29,up,0.62,0.404,0.596,0.004445686532488587
R1a-006,0.4,fast,5,30,up,0.64,0.44399999999999995,0.556,0.016674796380672832
R1a-006,0.4,fast,5,31,down,0.63,0.4716,0.5284,0.005226368110683955
R1a-006,0.4,fast,5,32,down,0.61,0.43079999999999996,0.5692,0.02440729181339242
R1a-006,0.4,fast,5,33,down,0.59,0.45289999999999997,0.5471,-0.01119799927478105
R1a-006,0.4,fast,5,34,down,0.57,0.34909999999999997,0.6509,-0.015893571726189052
R1a-006,0.4,fast,5,35,down,0.56,0.5774,0.4226,-0.017890317973737815
R1a-006,0.4,fast,5,36,down,0.55,0.44410000000000005,0.5559,-0.06480419389162288
R1a-006,0.4,fast,5,37,down,0.54,0.2945,0.7055,-0.06314792885083934
R1a-006,0.4,fast,5,38,down,0.53,0.365,0.635,-0.07541349339916618
R1a-006,0.4,fast,5,39,down,0.52,0.4507,0.5493,-0.0735457421812628
R1a-006,0.4,fast,5,40,down,0.51,0.5223,0.4777,-0.054947567086818874
R1a-006,0.4,fast,5,41,down,0.5,0.37329999999999997,0.6267,-0.10112646179112168
R1a-006,0.4,fast,5,42,down,0.49,0.3772,0.6228,-0.08379477648330587
R1a-006,0.4,fast,5,43,down,0.48,0.34099999999999997,0.659,-0.09581936629992739
R1a-006,0.4,fast,5,44,down,0.47,0.354,0.646,-0.10331696028374515
R1a-006,0.4,fast,5,45,down,0.46,0.24819999999999998,0.7518,-0.10467546284246278
R1a-006,0.4,fast,5,46,down,0.45,0.30279999999999996,0.6972,-0.11767606407627274
R1a-006,0.4,fast,5,47,down,0.44,0.44710000000000005,0.5529,-0.1204505700532499
R1a-006,0.4,fast,5,48,down,0.43,0.3056,0.6944,-0.115439888790763
R1a-006,0.4,fast,5,49,down,0.42,0.2964,0.7036,-0.13378574388019732
R1a-006,0.4,fast,5,50,down,0.4,0.16710000000000003,0.8329,-0.21480160664614975
R1a-006,0.4,fast,5,51,down,0.38,0.16310000000000002,0.8369,-0.22435443373206926
R1a-006,0.4,fast,5,52,down,0.36,0.15759999999999996,0.8424,-0.21726537435030452
R1a-006,0.4,fast,5,53,down,0.34,0.14939999999999998,0.8506,-0.19359610417895778
R1a-006,0.4,fast,5,54,down,0.32,0.14959999999999996,0.8504,-0.17675081866185124
R1a-006,0.4,fast,5,55,down,0.3,0.1462,0.8538,-0.1609844636428645
R1a-006,0.4,fast,5,56,down,0.28,0.14039999999999997,0.8596,-0.14381648766409075
R1a-006,0.4,fast,5,57,down,0.26,0.14280000000000004,0.8572,-0.12714001238916298
R1a-006,0.4,fast,5,58,down,0.24,0.13929999999999998,0.8607,-0.11378882422435041
R1a-006,0.4,fast,5,59,down,0.22,0.13890000000000002,0.8611,-0.10052524523676507
R1a-007,0.4,fast,6,0,up,0.2,0.7139,0.2861,-0.1396407939550676
R1a-007,0.4,fast,6,1,up,0.22,0.6007,0.3993,-0.1486657474532115
R1a-007,0.4,fast,6,2,up,0.24,0.5362,0.4638,-0.16598772497524564
R1a-007,0.4,fast,6,3,up,0.26,0.494,0.506,-0.17819822880401448
R1a-007,0.4,fast,6,4,up,0.28,0.48260000000000003,0.5174,-0.18752606760007234
R1a-007,0.4,fast,6,5,up,0.3,0.4487,0.5513,-0.15892727090264386
R1a-007,0.4,fast,6,6,up,0.32,0.482,0.518,-0.17136484893556797
R1a-007,0.4,fast,6,7,up,0.34,0.4476,0.5524,-0.2160346960786692
R1a-007,0.4,fast,6,8,up,0.36,0.46419999999999995,0.5358,-0.19376824364037615
R1a-007,0.4,fast,6,9,up,0.38,0.3729,0.6271,-0.24134841047545744
R1a-007,0.4,fast,6,10,up,0.4,0.5415,0.4585,-0.17148643663528432
R1a-007,0.4,fast,6,11,up,0.42,0.4144,0.5856,-0.16493573151552593
R1a-007,0.4,fast,6,12,up,0.43,0.41559999999999997,0.5844,-0.14693231261762962
R1a-007,0.4,fast,6,13,up,0.44,0.4224,0.5776,-0.1370600898944944
R1a-007,0.4,fast,6,14,up,0.45,0.45589999999999997,0.5441,-0.0842678314704467
R1a-007,0.4,fast,6,15,up,0.46,0.5727,0.4273,-0.10299488398595713
R1a-007,0.4,fast,6,16,up,0.47,0.502,0.498,-0.07924090502118426
R1a-007,0.4,fast,6,17,up,0.48,0.3861,0.6139,-0.09482573570353359
R1a-007,0.4,fast,6,18,up,0.49,0.4081,0.5919,-0.11304361567528425
R1a-007,0.4,fast,6,19,up,0.5,0.5197,0.4803,-0.07539262791515841
R1a-007,0.4,fast,6,20,up,0.51,0.4395,0.5605,-0.05911551943828105
R1a-007,0.4,fast,6,21,up,0.52,0.4154,0.5846,-0.05604933269858854
R1a-007,0.4,fast,6,22,up,0.53,0.43100000000000005,0.569,-0.04369546703718679
R1a-007,0.4,fast,6,23,up,0.54,0.5576,0.4424,-0.05358903250676029
R1a-007,0.4,fast,6,24,up,0.55,0.4435,0.5565,-0.03127678513659963
R1a-007,0.4,fast,6,25,up,0.56,0.3579,0.6421,-0.04183402366114172
R1a-007,0.4,fast,6,26,up,0.57,0.374,0.626,-0.04898507894273391
R1a-007,0.4,fast,6,27,up,0.58,0.47240000000000004,0.5276,-0.03611759006815525
R1a-007,0.4,fast,6,28,up,0.6,0.5524,0.4476,0.009896401296920923
R1a-007,0.4,fast,6,29,up,0.62,0.36319999999999997,0.6368,0.0019007137886305548
R1a-007,0.4,fast,6,30,up,0.64,0.4829,0.5171,0.00561666102101076
R1a-007,0.4,fast,6,31,down,0.63,0.5136000000000001,0.4864,-0.003382960046945634
R1a-007,0.4,fast,6,32,down,0.61,0.5714,0.4286,0.027869839249748965
R1a-007,0.4,fast,6,33,down,0.59,0.41500000000000004,0.585,-0.04045864368066648
R1a-007,0.4,fast,6,34,down,0.57,0.382,0.618,-0.044788416385964244
R1a-007,0.4,fast,6,35,down,0.56,0.4131,0.5869,-0.0853828571663162
R1a-007,0.4,fast,6,36,down,0.55,0.4145,0.5855,-0.04673941222694227
R1a-007,0.4,fast,6,37,down,0.54,0.36950000000000005,0.6305,-0.09398211903005306
R1a-007,0.4,fast,6,38,down,0.53,0.3881,0.6119,-0.0763615084127808
R1a-007,0.4,fast,6,39,down,0.52,0.4236,0.5764,-0.07803376805873549
R1a-007,0.4,fast,6,40,down,0.51,0.38260000000000005,0.6174,-0.09556037472675041
R1a-007,0.4,fast,6,41,down,0.5,0.3862,0.6138,-0.10229665741956394
R1a-007,0.4,fast,6,42,down,0.49,0.3297,0.6703,-0.11804312720837794
R1a-007,0.4,fast,6,43,down,0.48,0.3631,0.6369,-0.08550732144230634
R1a-007,0.4,fast,6,44,down,0.47,0.3258,0.6742,-0.1054933541478133
R1a-007,0.4,fast,6,45,down,0.46,0.26060000000000005,0.7394,-0.14478840058365341
R1a-007,0.4,fast,6,46,down,0.45,0.38239999999999996,0.6176,-0.13093636527643254
R1a-007,0.4,fast,6,47,down,0.44,0.404,0.596,-0.12385733576363181
R1a-007,0.4,fast,6,48,down,0.43,0.348,0.652,-0.12526002421628266
R1a-007,0.4,fast,6,49,down,0.42,0.2995,0.7005,-0.12481645616460402
R1a-007,0.4,fast,6,50,down,0.4,0.17390000000000005,0.8261,-0.2046671208298328
R1a-007,0.4,fast,6,51,down,0.38,0.1632,0.8368,-0.2225171151875081
R1a-007,0.4,fast,6,52,down,0.36,0.15839999999999999,0.8416,-0.213586755410521
R1a-007,0.4,fast,6,53,down,0.34,0.15739999999999998,0.8426,-0.19542967590826507
R1a-007,0.4,fast,6,54,down,0.32,0.15149999999999997,0.8485,-0.1730385929422111
R1a-007,0.4,fast,6,55,down,0.3,0.14980000000000004,0.8502,-0.16529085790044723
R1a-007,0.4,fast,6,56,down,0.28,0.14870000000000005,0.8513,-0.141081348270634
R1a-007,0.4,fast,6,57,down,0.26,0.14780000000000004,0.8522,-0.1343941146968769
R1a-007,0.4,fast,6,58,down,0.24,0.14459999999999995,0.8554,-0.12617568617415786
R1a-007,0.4,fast,6,59,down,0.22,0.1411,0.8589,-0.10392061403681695
R1a-008,0.4,fast,7,0,up,0.2,0.639,0.361,-0.15898149897705535
R1a-008,0.4,fast,7,1,up,0.22,0.5497000000000001,0.4503,-0.148722347694126
R1a-008,0.4,fast,7,2,up,0.24,0.546,0.454,-0.17474306682932514
R1a-008,0.4,fast,7,3,up,0.26,0.5257000000000001,0.4743,-0.1800083608582749
R1a-008,0.4,fast,7,4,up,0.28,0.47419999999999995,0.5258,-0.1820552695503373
R1a-008,0.4,fast,7,5,up,0.3,0.5417000000000001,0.4583,-0.21446338428032338
R1a-008,0.4,fast,7,6,up,0.32,0.4242,0.5758,-0.20581502848475866
R1a-008,0.4,fast,7,7,up,0.34,0.5248999999999999,0.4751,-0.20398422490273202
R1a-008,0.4,fast,7,8,up,0.36,0.4153,0.5847,-0.2073039443621754
R1a-008,0.4,fast,7,9,up,0.38,0.3869,0.6131,-0.23060272703997373
R1a-008,0.4,fast,7,10,up,0.4,0.4649,0.5351,-0.19405033970156646
R1a-008,0.4,fast,7,11,up,0.42,0.5031,0.4969,-0.15126405088991232
R1a-008,0.4,fast,7,12,up,0.43,0.43389999999999995,0.5661,-0.13656903184446678
R1a-008,0.4,fast,7,13,up,0.44,0.37670000000000003,0.6233,-0.1285955924540758
R1a-008,0.4,fast,7,14,up,0.45,0.39580000000000004,0.6042,-0.14022719638412628
R1a-008,0.4,fast,7,15,up,0.46,0.5655,0.4345,-0.12705979630237027
R1a-008,0.4,fast,7,16,up,0.47,0.5327999999999999,0.4672,-0.07859143271462574
R1a-008,0.4,fast,7,17,up,0.48,0.34619999999999995,0.6538,-0.07695778888146564
R1a-008,0.4,fast,7,18,up,0.49,0.4595,0.5405,-0.10519751104554731
R1a-008,0.4,fast,7,19,up,0.5,0.5115000000000001,0.4885,-0.0996237182419519
R1a-008,0.4,fast,7,20,up,0.51,0.38660000000000005,0.6134,-0.06804945818576201
R1a-008,0.4,fast,7,21,up,0.52,0.3972,0.6028,-0.0773402415406035
R1a-008,0.4,fast,7,22,up,0.53,0.3791,0.6209,-0.0779347181942656
R1a-008,0.4,fast,7,23,up,0.54,0.44410000000000005,0.5559,-0.06521149329741352
R1a-008,0.4,fast,7,24,up,0.55,0.386,0.614,-0.039955521458569836
R1a-008,0.4,fast,7,25,up,0.56,0.5062,0.4938,-0.017813745257682263
R1a-008,0.4,fast,7,26,up,0.57,0.44910000000000005,0.5509,-0.029424351649548933
R1a-008,0.4,fast,7,27,up,0.58,0.385,0.615,-0.03094611534782286
R1a-008,0.4,fast,7,28,up,0.6,0.41190000000000004,0.5881,-0.007531516997580778
R1a-008,0.4,fast,7,29,up,0.62,0.4141,0.5859,0.01955211568357689
R1a-008,0.4,fast,7,30,up,0.64,0.4828,0.5172,0.04342373699539018
R1a-008,0.4,fast,7,31,down,0.63,0.6141,0.3859,0.0008306457371241888
R1a-008,0.4,fast,7,32,down,0.61,0.474,0.526,0.00536124063750767
R1a-008,0.4,fast,7,33,down,0.59,0.4012,0.5988,0.0006323527973572894
R1a-008,0.4,fast,7,34,down,0.57,0.3499,0.6501,-0.02777083524341258
R1a-008,0.4,fast,7,35,down,0.56,0.44389999999999996,0.5561,-0.050399803912875296
R1a-008,0.4,fast,7,36,down,0.55,0.33909999999999996,0.6609,-0.044124400780099084
R1a-008,0.4,fast,7,37,down,0.54,0.388,0.612,-0.05407732294763115
R1a-008,0.4,fast,7,38,down,0.53,0.31399999999999995,0.686,-0.049196271741363616
R1a-008,0.4,fast,7,39,down,0.52,0.42810000000000004,0.5719,-0.09997731635860187
R1a-008,0.4,fast,7,40,down,0.51,0.3315,0.6685,-0.07593467740142452
R1a-008,0.4,fast,7,41,down,0.5,0.2924,0.7076,-0.11507190683409951
R1a-008,0.4,fast,7,42,down,0.49,0.30889999999999995,0.6911,-0.11689976428407339
R1a-008,0.4,fast,7,43,down,0.48,0.5096,0.4904,-0.10644080585144385
R1a-008,0.4,fast,7,44,down,0.47,0.31910000000000005,0.6809,-0.10801306277114366
R1a-008,0.4,fast,7,45,down,0.46,0.27990000000000004,0.7201,-0.11425086189351254
R1a-008,0.4,fast,7,46,down,0.45,0.2609,0.7391,-0.11800604336776258
R1a-008,0.4,fast,7,47,down,0.44,0.39239999999999997,0.6076,-0.13147763017569764
R1a-008,0.4,fast,7,48,down,0.43,0.3872,0.6128,-0.09627084424529149
R1a-008,0.4,fast,7,49,down,0.42,0.31679999999999997,0.6832,-0.12330708546060308
R1a-008,0.4,fast,7,50,down,0.4,0.1714,0.8286,-0.1921449497446646
R1a-008,0.4,fast,7,51,down,0.38,0.16110000000000002,0.8389,-0.23338675443843312
R1a-008,0.4,fast,7,52,down,0.36,0.15349999999999997,0.8465,-0.2106631192644792
R1a-008,0.4,fast,7,53,down,0.34,0.15649999999999997,0.8435,-0.19548471640719442
R1a-008,0.4,fast,7,54,down,0.32,0.14970000000000006,0.8503,-0.1861416957322128
R1a-008,0.4,fast,7,55,down,0.3,0.1501,0.8499,-0.1596914569025251
R1a-008,0.4,fast,7,56,down,0.28,0.14239999999999997,0.8576,-0.15781405127170134
R1a-008,0.4,fast,7,57,down,0.26,0.14159999999999995,0.8584,-0.13893412770608402
R1a-008,0.4,fast,7,58,down,0.24,0.13780000000000003,0.8622,-0.11937325772572766
R1a-008,0.4,fast,7,59,down,0.22,0.13629999999999998,0.8637,-0.10422092178546614
R1a-009,0.4,fast,8,0,up,0.2,0.7528,0.2472,-0.1458766927172867
R1a-009,0.4,fast,8,1,up,0.22,0.581,0.419,-0.14232298694741058
R1a-009,0.4,fast,8,2,up,0.24,0.5526,0.4474,-0.1556712253190273
R1a-009,0.4,fast,8,3,up,0.26,0.5023,0.4977,-0.19103648621417887
R1a-009,0.4,fast,8,4,up,0.28,0.4455,0.5545,-0.17664640871998
R1a-009,0.4,fast,8,5,up,0.3,0.42669999999999997,0.5733,-0.20958046710275455
R1a-009,0.4,fast,8,6,up,0.32,0.44589999999999996,0.5541,-0.2138043252527904
R1a-009,0.4,fast,8,7,up,0.34,0.41090000000000004,0.5891,-0.24938737007917608
R1a-009,0.4,fast,8,8,up,0.36,0.41479999999999995,0.5852,-0.2430689502067921
R1a-009,0.4,fast,8,9,up,0.38,0.42689999999999995,0.5731,-0.18898556047185724
R1a-009,0.4,fast,8,10,up,0.4,0.5341,0.4659,-0.15931580233748774
R1a-009,0.4,fast,8,11,up,0.42,0.5878,0.4122,-0.1631094124215674
R1a-009,0.4,fast,8,12,up,0.43,0.4524,0.5476,-0.12362337385646391
R1a-009,0.4,fast,8,13,up,0.44,0.3873,0.6127,-0.1097064680771484
R1a-009,0.4,fast,8,14,up,0.45,0.40359999999999996,0.5964,-0.12582192752553073
R1a-009,0.4,fast,8,15,up,0.46,0.5609999999999999,0.439,-0.10629528227300213
R1a-009,0.4,fast,8,16,up,0.47,0.49839999999999995,0.5016,-0.06845090183790545
R1a-009,0.4,fast,8,17,up,0.48,0.3094,0.6906,-0.1072160431287223
R1a-009,0.4,fast,8,18,up,0.49,0.4011,0.5989,-0.0851755601078348
R1a-009,0.4,fast,8,19,up,0.5,0.6803,0.3197,-0.11321799930812297
R1a-009,0.4,fast,8,20,up,0.51,0.4656,0.5344,-0.06796800504600135
R1a-009,0.4,fast,8,21,up,0.52,0.3919,0.6081,-0.08311816457449933
R1a-009,0.4,fast,8,22,up,0.53,0.44920000000000004,0.5508,-0.06278079868013951
R1a-009,0.4,fast,8,23,up,0.54,0.4467,0.5533,-0.06190942419331749
R1a-009,0.4,fast,8,24,up,0.55,0.5283,0.4717,-0.02165347545844864
R1a-009,0.4,fast,8,25,up,0.56,0.4125,0.5875,-0.019336031056104267
R1a-009,0.4,fast,8,26,up,0.57,0.4316,0.5684,-0.031349387658969025
R1a-009,0.4,fast,8,27,up,0.58,0.6394,0.3606,-0.051549144483608554
R1a-009,0.4,fast,8,28,up,0.6,0.4153,0.5847,0.012211320978798429
R1a-009,0.4,fast,8,29,up,0.62,0.48460000000000003,0.5154,0.021053150994703174
R1a-009,0.4,fast,8,30,up,0.64,0.4837,0.5163,0.00817173639816061
R1a-009,0.4,fast,8,31,down,0.63,0.6376,0.3624,-0.018600846598000854
R1a-009,0.4,fast,8,32,down,0.61,0.39359999999999995,0.6064,0.019762881809360897
R1a-009,0.4,fast,8,33,down,0.59,0.34509999999999996,0.6549,-0.05420871695969254
R1a-009,0.4,fast,8,34,down,0.57,0.4598,0.5402,-0.054705919564834664
R1a-009,0.4,fast,8,35,down,0.56,0.49870000000000003,0.5013,-0.0677133084521914
R1a-009,0.4,fast,8,36,down,0.55,0.3637,0.6363,-0.040744233635320724
R1a-009,0.4,fast,8,37,down,0.54,0.3891,0.6109,-0.06236215673234998
R1a-009,0.4,fast,8,38,down,0.53,0.45699999999999996,0.543,-0.06699331974662955
R1a-009,0.4,fast,8,39,down,0.52,0.37250000000000005,0.6275,-0.09089396705337781
R1a-009,0.4,fast,8,40,down,0.51,0.4,0.6,-0.11051252778448468
R1a-009,0.4,fast,8,41,down,0.5,0.31799999999999995,0.682,-0.10986481880358116
R1a-009,0.4,fast,8,42,down,0.49,0.3508,0.6492,-0.10233181610475389
R1a-009,0.4,fast,8,43,down,0.48,0.40069999999999995,0.5993,-0.11635270309088068
R1a-009,0.4,fast,8,44,down,0.47,0.4426,0.5574,-0.09930974483128865
R1a-009,0.4,fast,8,45,down,0.46,0.2521,0.7479,-0.11158240226700863
R1a-009,0.4,fast,8,46,down,0.45,0.2932,0.7068,-0.1108290306684485
R1a-009,0.4,fast,8,47,down,0.44,0.396,0.604,-0.12626176705341596
R1a-009,0.4,fast,8,48,down,0.43,0.27290000000000003,0.7271,-0.12417322036819722
R1a-009,0.4,fast,8,49,down,0.42,0.28759999999999997,0.7124,-0.11899270106591664
R1a-009,0.4,fast,8,50,down,0.4,0.1703,0.8297,-0.1962324376740702
R1a-009,0.4,fast,8,51,down,0.38,0.1613,0.8387,-0.22392130919675135
R1a-009,0.4,fast,8,52,down,0.36,0.15880000000000005,0.8412,-0.21692363762923952
R1a-009,0.4,fast,8,53,down,0.34,0.15059999999999996,0.8494,-0.18905622311582676
R1a-009,0.4,fast,8,54,down,0.32,0.1481,0.8519,-0.17267656413724228
R1a-009,0.4,fast,8,55,down,0.3,0.14629999999999999,0.8537,-0.16298485506202418
R1a-009,0.4,fast,8,56,down,0.28,0.14349999999999996,0.8565,-0.1594048717192241
R1a-009,0.4,fast,8,57,down,0.26,0.14329999999999998,0.8567,-0.12201053737924072
R1a-009,0.4,fast,8,58,down,0.24,0.1381,0.8619,-0.11756173617025951
R1a-009,0.4,fast,8,59,down,0.22,0.13680000000000003,0.8632,-0.0892051687625674
R1a-010,0.4,fast,9,0,up,0.2,0.6411,0.3589,-0.14632349065504968
R1a-010,0.4,fast,9,1,up,0.22,0.6194,0.3806,-0.14680343437631024
R1a-010,0.4,fast,9,2,up,0.24,0.49760000000000004,0.5024,-0.16012879973039867
R1a-010,0.4,fast,9,3,up,0.26,0.5127999999999999,0.4872,-0.16327708742191674
R1a-010,0.4,fast,9,4,up,0.28,0.40980000000000005,0.5902,-0.17524324283383938
R1a-010,0.4,fast,9,5,up,0.3,0.4114,0.5886,-0.19553219744215758
R1a-010,0.4,fast,9,6,up,0.32,0.44920000000000004,0.5508,-0.22051828166669502
R1a-010,0.4,fast,9,7,up,0.34,0.4314,0.5686,-0.1806478559619234
R1a-010,0.4,fast,9,8,up,0.36,0.40859999999999996,0.5914,-0.2075542326451146
R1a-010,0.4,fast,9,9,up,0.38,0.42710000000000004,0.5729,-0.24364347885628895
R1a-010,0.4,fast,9,10,up,0.4,0.46419999999999995,0.5358,-0.18993059362935816
R1a-010,0.4,fast,9,11,up,0.42,0.4121,0.5879,-0.15813981404299943
R1a-010,0.4,fast,9,12,up,0.43,0.34140000000000004,0.6586,-0.12408379081171006
R1a-010,0.4,fast,9,13,up,0.44,0.38270000000000004,0.6173,-0.1523043529014103
R1a-010,0.4,fast,9,14,up,0.45,0.3841,0.6159,-0.1223774874459344
R1a-010,0.4,fast,9,15,up,0.46,0.45220000000000005,0.5478,-0.12115279556850769
R1a-010,0.4,fast,9,16,up,0.47,0.4356,0.5644,-0.10126816368737847
R1a-010,0.4,fast,9,17,up,0.48,0.38970000000000005,0.6103,-0.12865147334808597
R1a-010,0.4,fast,9,18,up,0.49,0.4084,0.5916,-0.07928696507350447
R1a-010,0.4,fast,9,19,up,0.5,0.5661,0.4339,-0.09914478938789012
R1a-010,0.4,fast,9,20,up,0.51,0.4527,0.5473,-0.0788341598034057
R1a-010,0.4,fast,9,21,up,0.52,0.3416,0.6584,-0.07723545277852337
R1a-010,0.4,fast,9,22,up,0.53,0.44079999999999997,0.5592,-0.0666537099489372
R1a-010,0.4,fast,9,23,up,0.54,0.6467,0.3533,-0.05194860014872036
R1a-010,0.4,fast,9,24,up,0.55,0.45189999999999997,0.5481,-0.03483438211236605
R1a-010,0.4,fast,9,25,up,0.56,0.42789999999999995,0.5721,-0.030617515328435266
R1a-010,0.4,fast,9,26,up,0.57,0.395,0.605,-0.05654556135057795
R1a-010,0.4,fast,9,27,up,0.58,0.46309999999999996,0.5369,-0.01568769467210549
R1a-010,0.4,fast,9,28,up,0.6,0.4982,0.5018,0.005218043327046444
R1a-010,0.4,fast,9,29,up,0.62,0.45130000000000003,0.5487,0.005186799516882367
R1a-010,0.4,fast,9,30,up,0.64,0.4375,0.5625,0.03759949961653435
R1a-010,0.4,fast,9,31,down,0.63,0.4648,0.5352,-0.010489486625931245
R1a-010,0.4,fast,9,32,down,0.61,0.49550000000000005,0.5045,0.013473955289536745
R1a-010,0.4,fast,9,33,down,0.59,0.7153,0.2847,-0.0035293794008998238
R1a-010,0.4,fast,9,34,down,0.57,0.33819999999999995,0.6618,-0.04927618038123093
R1a-010,0.4,fast,9,35,down,0.56,0.4647,0.5353,-0.06278852463048902
R1a-010,0.4,fast,9,36,down,0.55,0.357,0.643,-0.05530051065000648
R1a-010,0.4,fast,9,37,down,0.54,0.33709999999999996,0.6629,-0.05986148749872548
R1a-010,0.4,fast,9,38,down,0.53,0.29979999999999996,0.7002,-0.099579107754018
R1a-010,0.4,fast,9,39,down,0.52,0.4072,0.5928,-0.08811216457860963
R1a-010,0.4,fast,9,40,down,0.51,0.39670000000000005,0.6033,-0.06334295576647381
R1a-010,0.4,fast,9,41,down,0.5,0.30369999999999997,0.6963,-0.1023696185153795
R1a-010,0.4,fast,9,42,down,0.49,0.3187,0.6813,-0.11227061957291955
R1a-010,0.4,fast,9,43,down,0.48,0.3669,0.6331,-0.1319969521707152
R1a-010,0.4,fast,9,44,down,0.47,0.38949999999999996,0.6105,-0.11243207045897309
R1a-010,0.4,fast,9,45,down,0.46,0.2794,0.7206,-0.10923376203186771
R1a-010,0.4,fast,9,46,down,0.45,0.3408,0.6592,-0.14262717206159378
R1a-010,0.4,fast,9,47,down,0.44,0.39359999999999995,0.6064,-0.11868077857011207
R1a-010,0.4,fast,9,48,down,0.43,0.30589999999999995,0.6941,-0.10985436094734742
R1a-010,0.4,fast,9,49,down,0.42,0.32830000000000004,0.6717,-0.12121363368826177
R1a-010,0.4,fast,9,50,down,0.4,0.1694,0.8306,-0.22293201983165073
R1a-010,0.4,fast,9,51,down,0.38,0.1603,0.8397,-0.22759382567387454
R1a-010,0.4,fast,9,52,down,0.36,0.15849999999999997,0.8415,-0.2252263590474898
R1a-010,0.4,fast,9,53,down,0.34,0.15439999999999998,0.8456,-0.2027906944062941
R1a-010,0.4,fast,9,54,down,0.32,0.1501,0.8499,-0.1921077381548643
R1a-010,0.4,fast,9,55,down,0.3,0.14690000000000003,0.8531,-0.17747126359787144
R1a-010,0.4,fast,9,56,down,0.28,0.14539999999999997,0.8546,-0.14711474302718985
R1a-010,0.4,fast,9,57,down,0.26,0.14049999999999996,0.8595,-0.13154972485404423
R1a-010,0.4,fast,9,58,down,0.24,0.1402,0.8598,-0.11549230200376323
R1a-010,0.4,fast,9,59,down,0.22,0.14029999999999998,0.8597,-0.10390440008142127
