noise_rate,rho,lambda,seed,train_acc,test_acc,cos_mean,cos_std,cos_final
0.0,-0.4,0.5,8,0.810699999332428,0.8004999756813049,-0.4000000262260437,3.064861329122172e-08,-0.3999999761581421
0.0,-0.4,0.5,9,0.8098499774932861,0.7993999719619751,-0.40000002533197404,3.050191624530959e-08,-0.40000003576278687
0.0,-0.4,0.75,0,0.8115999698638916,0.799299955368042,-0.4000000265240669,3.059495442915322e-08,-0.4000000059604645
0.0,-0.4,0.75,1,0.8117499947547913,0.7981999516487122,-0.4000000238418579,3.6010283153040924e-08,-0.40000003576278687
0.0,-0.4,0.75,2,0.8136000037193298,0.7985999584197998,-0.40000003039836884,3.247769528824157e-08,-0.40000003576278687
0.0,-0.4,0.75,3,0.8106499910354614,0.8014000058174133,-0.40000002264976503,3.406341567571056e-08,-0.40000003576278687
0.0,-0.4,0.75,4,0.8127999901771545,0.8000999689102173,-0.40000002562999726,3.243391003707121e-08,-0.40000003576278687
0.0,-0.4,0.75,5,0.8135499954223633,0.8017999529838562,-0.4000000235438347,3.578637259300823e-08,-0.3999999761581421
0.0,-0.4,0.75,6,0.8130499720573425,0.8003000020980835,-0.4000000262260437,3.342114870280311e-08,-0.4000000059604645
0.0,-0.4,0.75,7,0.8124499917030334,0.8007999658584595,-0.4000000160932541,3.270660619334924e-08,-0.4000000059604645
0.0,-0.4,0.75,8,0.812749981880188,0.8003999590873718,-0.4000000274181366,3.45192724122292e-08,-0.4000000059604645
0.0,-0.4,0.75,9,0.8119999766349792,0.7996000051498413,-0.4000000241398811,3.342513476623224e-08,-0.3999999761581421
0.0,-0.4,1.0,0,0.8116999864578247,0.7996000051498413,-0.4000000235438347,3.1846678593780754e-08,-0.3999999761581421
0.0,-0.4,1.0,1,0.8123499751091003,0.7986999750137329,-0.40000001937150953,3.485088218309433e-08,-0.40000003576278687
0.0,-0.4,1.0,2,0.8134499788284302,0.7986999750137329,-0.4000000274181366,3.771613125695317e-08,-0.40000006556510925
0.0,-0.4,1.0,3,0.8111000061035156,0.801099956035614,-0.40000002533197404,3.8019868201533176e-08,-0.40000003576278687
0.0,-0.4,1.0,4,0.8125999569892883,0.7993999719619751,-0.40000002831220627,3.45950924344179e-08,-0.40000003576278687
0.0,-0.4,1.0,5,0.8134999871253967,0.8011999726295471,-0.4000000301003456,3.493233932656103e-08,-0.3999999761581421
0.0,-0.4,1.0,6,0.8135499954223633,0.7998999953269958,-0.4000000315904617,3.8632823045489315e-08,-0.3999999761581421
0.0,-0.4,1.0,7,0.8129499554634094,0.8014999628067017,-0.40000002771615983,3.1215709895067375e-08,-0.40000003576278687
0.0,-0.4,1.0,8,0.8125500082969666,0.7991999983787537,-0.40000002831220627,3.220168171074138e-08,-0.40000003576278687
0.0,-0.4,1.0,9,0.8122999668121338,0.7996999621391296,-0.40000002533197404,3.5356910579516505e-08,-0.40000006556510925
0.0,-0.2,0.0,0,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.0,1,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.0,2,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.0,3,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.0,4,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.0,5,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.0,6,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.0,7,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.0,8,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.0,9,0.10239999741315842,0.09950000047683716,,,
0.0,-0.2,0.25,0,0.7684499621391296,0.7608000040054321,-0.20000001266598702,1.7927899085754103e-08,-0.20000000298023224
0.0,-0.2,0.25,1,0.7511499524116516,0.7525999546051025,-0.20000001266598702,1.637433542000943e-08,-0.19999997317790985
0.0,-0.2,0.25,2,0.7335999608039856,0.7282999753952026,-0.20000001311302185,1.6307072663670128e-08,-0.20000001788139343
0.0,-0.2,0.25,3,0.7536999583244324,0.7450000047683716,-0.20000001534819603,1.92051631922504e-08,-0.20000003278255463
0.0,-0.2,0.25,4,0.7649499773979187,0.7566999793052673,-0.20000001549720764,1.6555719867147388e-08,-0.20000001788139343
0.0,-0.2,0.25,5,0.7432000041007996,0.7379999756813049,-0.20000001072883605,1.7565681968082632e-08,-0.19999998807907104
0.0,-0.2,0.25,6,0.7579500079154968,0.7519999742507935,-0.20000001162290573,1.8272007770501772e-08,-0.20000003278255463
0.0,-0.2,0.25,7,0.7506499886512756,0.7490999698638916,-0.2000000160932541,1.8763633058902258e-08,-0.20000001788139343
0.0,-0.2,0.25,8,0.7576000094413757,0.748199999332428,-0.20000001177191734,1.874172778937169e-08,-0.19999998807907104
0.0,-0.2,0.25,9,0.7339499592781067,0.7312999963760376,-0.200000009983778,1.6111869774109218e-08,-0.19999998807907104
0.0,-0.2,0.5,0,0.8102999925613403,0.8000999689102173,-0.20000001341104506,1.8789649326977868e-08,-0.20000001788139343
0.0,-0.2,0.5,1,0.8100499510765076,0.7979999780654907,-0.2000000150501728,1.7967488725487016e-08,-0.20000000298023224
0.0,-0.2,0.5,2,0.8125,0.799299955368042,-0.20000001564621925,1.7678455289758252e-08,-0.20000000298023224
0.0,-0.2,0.5,3,0.8093999624252319,0.801099956035614,-0.20000001475214957,1.8164142656841918e-08,-0.20000001788139343
0.0,-0.2,0.5,4,0.8118000030517578,0.7996000051498413,-0.20000001177191734,1.578327729799463e-08,-0.19999998807907104
0.0,-0.2,0.5,5,0.8105499744415283,0.8012999892234802,-0.20000001430511474,1.8142737454443487e-08,-0.20000003278255463
0.0,-0.2,0.5,6,0.8119999766349792,0.8004999756813049,-0.2000000123679638,1.5861864387282882e-08,-0.20000000298023224
0.0,-0.2,0.5,7,0.8096500039100647,0.8011999726295471,-0.20000001281499863,1.8874542753182664e-08,-0.20000001788139343
0.0,-0.2,0.5,8,0.8114500045776367,0.8015999794006348,-0.20000001564621925,1.6908058103785243e-08,-0.20000000298023224
0.0,-0.2,0.5,9,0.8104499578475952,0.7991999983787537,-0.2000000150501728,1.8694277297919458e-08,-0.20000006258487701
0.0,-0.2,0.75,0,0.8116499781608582,0.799299955368042,-0.20000001266598702,1.6776219381686603e-08,-0.20000001788139343
0.0,-0.2,0.75,1,0.8116499781608582,0.7981999516487122,-0.20000000894069672,1.884864366154897e-08,-0.20000003278255463
0.0,-0.2,0.75,2,0.8135499954223633,0.7985999584197998,-0.20000001192092895,1.8005141576520462e-08,-0.20000001788139343
0.0,-0.2,0.75,3,0.8107500076293945,0.8014000058174133,-0.20000001192092895,1.9198803196437845e-08,-0.20000001788139343
0.0,-0.2,0.75,4,0.8127999901771545,0.8001999855041504,-0.20000001072883605,1.7052554489278752e-08,-0.20000001788139343
0.0,-0.2,0.75,5,0.8134999871253967,0.8017999529838562,-0.20000001639127732,1.925654408830417e-08,-0.20000001788139343
0.0,-0.2,0.75,6,0.812999963760376,0.8003000020980835,-0.20000001445412635,1.7486498375668597e-08,-0.20000001788139343
0.0,-0.2,0.75,7,0.8124499917030334,0.8007999658584595,-0.20000001385807992,1.823247043143809e-08,-0.20000000298023224
0.0,-0.2,0.75,8,0.8128499984741211,0.8003000020980835,-0.20000001102685927,2.0038599340932657e-08,-0.19999998807907104
0.0,-0.2,0.75,9,0.8119999766349792,0.7996000051498413,-0.20000001206994056,1.9868897883280115e-08,-0.19999998807907104
0.0,-0.2,1.0,0,0.8116999864578247,0.7996000051498413,-0.20000001177191734,1.9209787321178482e-08,-0.20000000298023224
0.0,-0.2,1.0,1,0.8123499751091003,0.7986999750137329,-0.2000000087916851,1.697620961028103e-08,-0.20000001788139343
0.0,-0.2,1.0,2,0.8134499788284302,0.7986999750137329,-0.20000001296401024,1.801192305824015e-08,-0.20000001788139343
0.0,-0.2,1.0,3,0.8111000061035156,0.801099956035614,-0.2000000135600567,1.8407005803636434e-08,-0.20000000298023224
0.0,-0.2,1.0,4,0.8125999569892883,0.7993999719619751,-0.20000001385807992,1.823247043143809e-08,-0.20000001788139343
0.0,-0.2,1.0,5,0.8134999871253967,0.8011999726295471,-0.20000001266598702,1.8656230010910204e-08,-0.20000000298023224
0.0,-0.2,1.0,6,0.8135499954223633,0.7998999953269958,-0.20000001326203345,1.9621496897013533e-08,-0.20000000298023224
0.0,-0.2,1.0,7,0.8129499554634094,0.8014999628067017,-0.20000001430511474,1.6475051595074242e-08,-0.20000001788139343
0.0,-0.2,1.0,8,0.8125500082969666,0.7991999983787537,-0.20000001341104506,1.8551796075684926e-08,-0.20000001788139343
0.0,-0.2,1.0,9,0.8122999668121338,0.7996999621391296,-0.20000001296401024,1.7888221827712856e-08,-0.20000001788139343
0.0,0.0,0.0,0,0.12204999476671219,0.12219999730587006,-8.847564458847046e-11,2.1772074285211273e-09,-2.7939677238464355e-09
0.0,0.0,0.0,1,0.11149999499320984,0.11209999769926071,2.1129380911588668e-10,2.3161186678237343e-09,-4.0745362639427185e-09
0.0,0.0,0.0,2,0.10044999420642853,0.09999999403953552,-3.5070115700364115e-10,2.180412575128421e-09,0.0
0.0,0.0,0.0,3,0.10354999452829361,0.10969999432563782,-2.3865140974521635e-10,1.7949396645832826e-09,-3.4924596548080444e-10
0.0,0.0,0.0,4,0.10260000079870224,0.10779999941587448,-2.0198058336973191e-10,2.3232289027427888e-09,2.3283064365386963e-10
0.0,0.0,0.0,5,0.07999999821186066,0.07729999721050262,2.185697667300701e-10,2.1442571554256457e-09,1.1641532182693481e-09
0.0,0.0,0.0,6,0.08559999614953995,0.08479999750852585,-4.773028194904327e-11,1.8553070795789393e-09,-2.3283064365386963e-10
0.0,0.0,0.0,7,0.12064999341964722,0.12409999966621399,-4.2928149923682213e-10,2.0814117675490928e-09,-2.0954757928848267e-09
0.0,0.0,0.0,8,0.06515000015497208,0.06439999490976334,7.246853783726693e-11,2.0236037725968363e-09,0.0
0.0,0.0,0.0,9,0.08370000123977661,0.07939999550580978,9.42964106798172e-11,1.9774681933865297e-09,2.7939677238464355e-09
0.0,0.0,0.25,0,0.8078500032424927,0.798799991607666,2.5742338038980963e-10,2.005283164648439e-09,-4.540197551250458e-09
0.0,0.0,0.25,1,0.8064000010490417,0.7971999645233154,4.802132025361061e-11,2.100532041248751e-09,0.0
0.0,0.0,0.25,2,0.8060999512672424,0.7982999682426453,-3.9552105590701103e-10,2.0638703676624228e-09,-5.587935447692871e-09
0.0,0.0,0.25,3,0.8053999543190002,0.7983999848365784,-2.5174813345074653e-11,1.95011394154609e-09,0.0
0.0,0.0,0.25,4,0.8080999851226807,0.7960999608039856,8.054485078901053e-11,2.050736431602203e-09,-1.3969838619232178e-09
0.0,0.0,0.25,5,0.8052999973297119,0.79749995470047,4.081812221556902e-10,2.3929848094856234e-09,-3.958120942115784e-09
0.0,0.0,0.25,6,0.807949960231781,0.7976999878883362,1.788430381566286e-10,2.2124370265872224e-09,4.656612873077393e-10
0.0,0.0,0.25,7,0.8044499754905701,0.8003000020980835,-2.0489096641540527e-10,2.327804050224242e-09,3.259629011154175e-09
0.0,0.0,0.25,8,0.8068999648094177,0.7982999682426453,-3.417517291381955e-10,1.9289521356346135e-09,-1.862645149230957e-09
0.0,0.0,0.25,9,0.8051999807357788,0.7972999811172485,-5.6243152357637885e-11,1.8412385018269548e-09,-9.313225746154785e-10
0.0,0.0,0.5,0,0.8106499910354614,0.8003999590873718,-6.51925802230835e-11,2.0714491393900815e-09,-9.313225746154785e-10
0.0,0.0,0.5,1,0.8111499547958374,0.7989999651908875,-2.89292074739933e-10,2.163128645255931e-09,2.9103830456733704e-10
0.0,0.0,0.5,2,0.8123499751091003,0.7986999750137329,-9.38598532229662e-11,1.6851499535156075e-09,0.0
0.0,0.0,0.5,3,0.8097999691963196,0.8015999794006348,7.232301868498325e-11,1.6687709198247237e-09,0.0
0.0,0.0,0.5,4,0.8119499683380127,0.7989999651908875,-1.6385456547141075e-10,1.9339649945137405e-09,2.7939677238464355e-09
0.0,0.0,0.5,5,0.811199963092804,0.8015999794006348,1.5308614820241927e-10,1.936800855554821e-09,-9.313225746154785e-10
0.0,0.0,0.5,6,0.8120499849319458,0.8007999658584595,1.4581019058823585e-10,1.917434456033235e-09,2.3283064365386963e-10
0.0,0.0,0.5,7,0.8100999593734741,0.8007999658584595,-3.259629011154175e-11,1.9413816073835765e-09,-1.862645149230957e-09
0.0,0.0,0.5,8,0.8111499547958374,0.8018999695777893,-1.8873834051191808e-10,2.2260068625130036e-09,0.0
0.0,0.0,0.5,9,0.8099499940872192,0.7991999983787537,-2.2613676264882086e-10,2.026278215885291e-09,3.725290298461914e-09
0.0,0.0,0.75,0,0.8117499947547913,0.799299955368042,-3.841705620288849e-11,2.046282351132089e-09,-1.3969838619232178e-09
0.0,0.0,0.75,1,0.8118999600410461,0.7981999516487122,5.2386894822120665e-12,2.1643688470515264e-09,0.0
0.0,0.0,0.75,2,0.8135499954223633,0.7985999584197998,1.0215444490313529e-10,2.209410134395739e-09,4.656612873077393e-10
0.0,0.0,0.75,3,0.810699999332428,0.8014000058174133,2.2118911147117614e-10,1.946173817248174e-09,3.725290298461914e-09
0.0,0.0,0.75,4,0.8127999901771545,0.8001999855041504,-1.1998054105788468e-10,1.6667427581575117e-09,-4.656612873077393e-10
0.0,0.0,0.75,5,0.8136499524116516,0.8012999892234802,4.1574821807444096e-10,2.0752186817801685e-09,9.313225746154785e-10
0.0,0.0,0.75,6,0.8129499554634094,0.8004999756813049,3.2887328416109087e-10,1.829140434921843e-09,1.1932570487260818e-09
0.0,0.0,0.75,7,0.8125,0.8007000088691711,-3.3061951398849486e-10,2.15327249996789e-09,4.190951585769653e-09
0.0,0.0,0.75,8,0.8128499984741211,0.8003000020980835,3.8417056202888487e-10,2.2688111256248523e-09,1.862645149230957e-09
0.0,0.0,0.75,9,0.8120999932289124,0.7994999885559082,-8.440110832452774e-11,2.0791321013021174e-09,-4.0745362639427185e-09
0.0,0.0,1.0,0,0.8116999864578247,0.7996000051498413,-3.5070115700364115e-11,2.1490741134370494e-09,4.6566128730773926e-09
0.0,0.0,1.0,1,0.8123499751091003,0.7986999750137329,-7.144990377128124e-11,1.9607398700093443e-09,0.0
0.0,0.0,1.0,2,0.8134499788284302,0.7986999750137329,-1.8117134459316732e-11,2.5330756077766806e-09,-4.6566128730773926e-09
0.0,0.0,1.0,3,0.8111000061035156,0.801099956035614,3.8126017898321153e-11,1.9044969146350833e-09,0.0
0.0,0.0,1.0,4,0.8125999569892883,0.7993999719619751,-1.0506482794880867e-10,2.372552737914607e-09,1.6298145055770874e-09
0.0,0.0,1.0,5,0.8134999871253967,0.8011999726295471,1.767330104485154e-10,2.0049582897787003e-09,-2.7939677238464355e-09
0.0,0.0,1.0,6,0.8135499954223633,0.7998999953269958,2.648448571562767e-11,1.9725059416740543e-09,-6.402842700481415e-10
0.0,0.0,1.0,7,0.8129499554634094,0.8014999628067017,-7.057678885757923e-11,1.876667226648196e-09,1.862645149230957e-09
0.0,0.0,1.0,8,0.8125500082969666,0.7991999983787537,-2.034357748925686e-10,1.8046745046736163e-09,-1.3969838619232178e-09
0.0,0.0,1.0,9,0.8122999668121338,0.7996999621391296,-8.483766578137875e-11,1.9740455351656552e-09,1.3969838619232178e-09
0.0,0.4,0.0,0,0.8086499571800232,0.7996999621391296,0.4000000312924385,3.45950924344179e-08,0.40000006556510925
0.0,0.4,0.0,1,0.8078500032424927,0.7965999841690063,0.40000002801418305,3.3880404212766444e-08,0.40000003576278687
0.0,0.4,0.0,2,0.8102499842643738,0.7998999953269958,0.4000000286102295,3.6529430022345934e-08,0.40000003576278687
0.0,0.4,0.0,3,0.807949960231781,0.8000999689102173,0.40000002771615983,3.34145042070809e-08,0.40000003576278687
0.0,0.4,0.0,4,0.8108499646186829,0.7978000044822693,0.40000002533197404,2.8390525107469635e-08,0.40000003576278687
0.0,0.4,0.0,5,0.809499979019165,0.8012999892234802,0.4000000271201134,3.823418445559466e-08,0.40000003576278687
0.0,0.4,0.0,6,0.8093999624252319,0.7998999953269958,0.40000002205371854,3.4089479965755486e-08,0.40000003576278687
0.0,0.4,0.0,7,0.8065999746322632,0.8004999756813049,0.40000002950429914,3.937855638484541e-08,0.3999999761581421
0.0,0.4,0.0,8,0.8087999820709229,0.8003999590873718,0.40000002950429914,3.1340652742825386e-08,0.4000000059604645
0.0,0.4,0.0,9,0.8091999888420105,0.7982999682426453,0.4000000301003456,3.4420069640225855e-08,0.4000000059604645
0.0,0.4,0.25,0,0.8104000091552734,0.8000999689102173,0.4000000259280205,3.399424865873392e-08,0.4000000059604645
0.0,0.4,0.25,1,0.8098999857902527,0.7981999516487122,0.40000002205371854,3.109169329582447e-08,0.4000000059604645
0.0,0.4,0.25,2,0.8124499917030334,0.7989000082015991,0.40000002264976503,3.559350640018849e-08,0.40000003576278687
0.0,0.4,0.25,3,0.809499979019165,0.8007000088691711,0.40000002026557924,3.384368316311453e-08,0.3999999761581421
0.0,0.4,0.25,4,0.8113499879837036,0.7994999885559082,0.40000002831220627,3.0209325153698466e-08,0.40000003576278687
0.0,0.4,0.25,5,0.8104999661445618,0.8011999726295471,0.4000000250339508,3.589169792491101e-08,0.40000009536743164
0.0,0.4,0.25,6,0.8118999600410461,0.8003000020980835,0.4000000286102295,3.18536501309571e-08,0.40000003576278687
0.0,0.4,0.25,7,0.8098499774932861,0.8009999990463257,0.40000002056360245,3.662049420618487e-08,0.40000003576278687
0.0,0.4,0.25,8,0.8114500045776367,0.8015999794006348,0.4000000286102295,3.3749074141721884e-08,0.40000009536743164
0.0,0.4,0.25,9,0.8104999661445618,0.7990999817848206,0.4000000259280205,3.069928535233032e-08,0.40000003576278687
0.0,0.4,0.5,0,0.811549961566925,0.8000999689102173,0.4000000196695328,3.1937189876124414e-08,0.40000003576278687
0.0,0.4,0.5,1,0.8118999600410461,0.7983999848365784,0.40000002950429914,3.45745475035379e-08,0.40000006556510925
0.0,0.4,0.5,2,0.8126499652862549,0.798799991607666,0.40000002950429914,3.3265319675367406e-08,0.40000006556510925
0.0,0.4,0.5,3,0.8101999759674072,0.801099956035614,0.40000002443790433,3.312753017327846e-08,0.40000003576278687
0.0,0.4,0.5,4,0.8122499585151672,0.7991999983787537,0.40000002264976503,3.273375086246963e-08,0.3999999761581421
0.0,0.4,0.5,5,0.8119499683380127,0.8021999597549438,0.40000003039836884,3.192606387339135e-08,0.40000009536743164
0.0,0.4,0.5,6,0.8124499917030334,0.800599992275238,0.4000000286102295,3.0427572770357654e-08,0.4000000059604645
0.0,0.4,0.5,7,0.8108999729156494,0.8003999590873718,0.4000000259280205,3.3994248658733916e-08,0.40000006556510925
0.0,0.4,0.5,8,0.8120999932289124,0.8004999756813049,0.4000000315904617,3.097721686407633e-08,0.4000000059604645
0.0,0.4,0.5,9,0.8109999895095825,0.7990999817848206,0.40000003039836884,3.220306076822305e-08,0.4000000059604645
0.0,0.4,0.75,0,0.8119999766349792,0.7996000051498413,0.4000000292062759,3.9216957448949765e-08,0.3999999761581421
0.0,0.4,0.75,1,0.8116999864578247,0.7985000014305115,0.4000000274181366,3.477561985448556e-08,0.40000003576278687
0.0,0.4,0.75,2,0.8134499788284302,0.7985999584197998,0.40000002562999726,3.215890159658483e-08,0.40000003576278687
0.0,0.4,0.75,3,0.8107999563217163,0.8014999628067017,0.4000000268220901,3.6378370570342854e-08,0.40000003576278687
0.0,0.4,0.75,4,0.8129000067710876,0.7999999523162842,0.4000000274181366,3.373854565163828e-08,0.40000003576278687
0.0,0.4,0.75,5,0.8134499788284302,0.8016999959945679,0.40000002443790433,3.3922322452383516e-08,0.40000003576278687
