noise_rate,rho,lambda,seed,train_acc,test_acc,cos_mean,cos_std,cos_final
0.0,0.4,0.75,6,0.8129499554634094,0.8000999689102173,0.40000002264976503,3.077585850578687e-08,0.40000003576278687
0.0,0.4,0.75,7,0.8125,0.8007999658584595,0.40000002562999726,3.131939090590394e-08,0.40000003576278687
0.0,0.4,0.75,8,0.8125500082969666,0.8000999689102173,0.40000002324581146,3.323460068571723e-08,0.4000000059604645
0.0,0.4,0.75,9,0.8122499585151672,0.7996999621391296,0.4000000238418579,3.397987559733206e-08,0.3999999761581421
0.0,0.4,1.0,0,0.8116999864578247,0.7996000051498413,0.40000002443790433,3.620215568318419e-08,0.3999999761581421
0.0,0.4,1.0,1,0.8123499751091003,0.7986999750137329,0.40000001817941666,3.578637259300823e-08,0.40000009536743164
0.0,0.4,1.0,2,0.8134499788284302,0.7986999750137329,0.4000000259280205,3.4512839330600405e-08,0.40000006556510925
0.0,0.4,1.0,3,0.8111000061035156,0.801099956035614,0.4000000301003456,3.2835343513872095e-08,0.40000003576278687
0.0,0.4,1.0,4,0.8125999569892883,0.7993999719619751,0.4000000292062759,3.3073864934456546e-08,0.40000003576278687
0.0,0.4,1.0,5,0.8134999871253967,0.8011999726295471,0.4000000211596489,3.223476280674602e-08,0.3999999761581421
0.0,0.4,1.0,6,0.8135499954223633,0.7998999953269958,0.4000000259280205,3.723620994400297e-08,0.4000000059604645
0.0,0.4,1.0,7,0.8129499554634094,0.8014999628067017,0.4000000271201134,3.405689648641511e-08,0.40000006556510925
0.0,0.4,1.0,8,0.8125500082969666,0.7991999983787537,0.40000002831220627,3.5356910579516505e-08,0.40000003576278687
0.0,0.4,1.0,9,0.8122999668121338,0.7996999621391296,0.40000002533197404,3.510480817970558e-08,0.40000003576278687
0.0,0.7,0.0,0,0.8104999661445618,0.8004999756813049,0.700000005364418,5.350824192351421e-08,0.6999998092651367
0.0,0.7,0.0,1,0.8111000061035156,0.798799991607666,0.7000000071525574,5.583781446757494e-08,0.6999998688697815
0.0,0.7,0.0,2,0.8123999834060669,0.7986999750137329,0.700000006556511,4.893029478905332e-08,0.6999999284744263
0.0,0.7,0.0,3,0.8098999857902527,0.8016999959945679,0.6999999952316284,5.481035200392079e-08,0.6999999284744263
0.0,0.7,0.0,4,0.8121500015258789,0.7989999651908875,0.7000000005960465,5.918294024403835e-08,0.7000000476837158
0.0,0.7,0.0,5,0.8110499978065491,0.8014000058174133,0.7000000023841858,5.662127536314925e-08,0.699999988079071
0.0,0.7,0.0,6,0.8121500015258789,0.8004999756813049,0.7000000071525574,5.2560347759839545e-08,0.7000000476837158
0.0,0.7,0.0,7,0.8100000023841858,0.8007000088691711,0.6999999982118607,5.267850277400708e-08,0.699999988079071
0.0,0.7,0.0,8,0.8112999796867371,0.8021000027656555,0.7,5.5275073620651385e-08,0.699999988079071
0.0,0.7,0.0,9,0.8100000023841858,0.7993999719619751,0.6999999982118607,5.199971520051876e-08,0.6999999284744263
0.0,0.7,0.25,0,0.8112999796867371,0.8003999590873718,0.6999999982118607,5.199971520051876e-08,0.699999988079071
0.0,0.7,0.25,1,0.8114500045776367,0.7982999682426453,0.6999999934434891,5.845814988210115e-08,0.6999999284744263
0.0,0.7,0.25,2,0.8122999668121338,0.798799991607666,0.7,5.65459309846469e-08,0.699999988079071
0.0,0.7,0.25,3,0.8104499578475952,0.8012999892234802,0.7000000005960465,5.350824192351421e-08,0.6999998688697815
0.0,0.7,0.25,4,0.8122499585151672,0.7990999817848206,0.7000000017881394,5.518179857616014e-08,0.699999988079071
0.0,0.7,0.25,5,0.8119499683380127,0.8023999929428101,0.7000000011920929,4.34582856501536e-08,0.699999988079071
0.0,0.7,0.25,6,0.8125999569892883,0.8009999990463257,0.7,5.840038639982171e-08,0.7000000476837158
0.0,0.7,0.25,7,0.8108999729156494,0.8004999756813049,0.7000000035762787,5.238431106262166e-08,0.699999988079071
0.0,0.7,0.25,8,0.8119999766349792,0.8003999590873718,0.6999999922513962,5.0755026238770126e-08,0.699999988079071
0.0,0.7,0.25,9,0.8108499646186829,0.7991999983787537,0.6999999988079071,5.487513201944306e-08,0.699999988079071
0.0,0.7,0.5,0,0.8113499879837036,0.7996000051498413,0.7,4.842304232499576e-08,0.7000000476837158
0.0,0.7,0.5,1,0.8117499947547913,0.7980999946594238,0.7000000077486038,5.658047627907644e-08,0.699999988079071
0.0,0.7,0.5,2,0.8131499886512756,0.7982999682426453,0.6999999994039535,5.5719982806025336e-08,0.7000000476837158
0.0,0.7,0.5,3,0.8105999827384949,0.8009999990463257,0.7000000017881394,5.453417846198749e-08,0.699999988079071
0.0,0.7,0.5,4,0.812749981880188,0.8000999689102173,0.699999988079071,5.331201499700045e-08,0.7000000476837158
0.0,0.7,0.5,5,0.8134499788284302,0.8019999861717224,0.6999999964237213,5.398746430503965e-08,0.7000000476837158
0.0,0.7,0.5,6,0.812749981880188,0.800599992275238,0.7000000077486038,5.199971520051876e-08,0.7000000476837158
0.0,0.7,0.5,7,0.8118499517440796,0.8008999824523926,0.6999999988079071,5.153647976211855e-08,0.7000000476837158
0.0,0.7,0.5,8,0.8125500082969666,0.7999999523162842,0.6999999988079071,5.92339432182543e-08,0.7000000476837158
0.0,0.7,0.5,9,0.8121500015258789,0.7996000051498413,0.6999999982118607,5.843383537553531e-08,0.699999988079071
0.0,0.7,0.75,0,0.8119999766349792,0.7991999983787537,0.6999999982118607,5.061483807919414e-08,0.7000000476837158
0.0,0.7,0.75,1,0.8120499849319458,0.7986999750137329,0.700000006556511,5.377316861758966e-08,0.6999999284744263
0.0,0.7,0.75,2,0.8134999871253967,0.7985999584197998,0.6999999982118607,5.720493483558164e-08,0.699999988079071
0.0,0.7,0.75,3,0.8107999563217163,0.8014000058174133,0.7,5.331201499700045e-08,0.699999988079071
0.0,0.7,0.75,4,0.812749981880188,0.7997999787330627,0.7000000005960465,4.936401839689779e-08,0.699999988079071
0.0,0.7,0.75,5,0.8133999705314636,0.8014999628067017,0.6999999952316284,5.6721578852511974e-08,0.699999988079071
0.0,0.7,0.75,6,0.8132999539375305,0.8000999689102173,0.6999999964237213,5.655849535120228e-08,0.699999988079071
0.0,0.7,0.75,7,0.8126499652862549,0.801099956035614,0.7000000005960465,5.0783017431433546e-08,0.7000000476837158
0.0,0.7,0.75,8,0.8128499984741211,0.7993999719619751,0.6999999976158142,5.444615958532924e-08,0.6999999284744263
0.0,0.7,0.75,9,0.8123999834060669,0.7998999953269958,0.700000005364418,5.0783017431433546e-08,0.7000000476837158
0.0,0.7,1.0,0,0.8116999864578247,0.7996000051498413,0.6999999964237213,5.059026521187529e-08,0.699999988079071
0.0,0.7,1.0,1,0.8123499751091003,0.7986999750137329,0.6999999922513962,5.4141888186304453e-08,0.7000000476837158
0.0,0.7,1.0,2,0.8134499788284302,0.7986999750137329,0.7000000035762787,5.630667533216258e-08,0.7000001072883606
0.0,0.7,1.0,3,0.8111000061035156,0.801099956035614,0.7000000071525574,6.187410007648936e-08,0.7000000476837158
0.0,0.7,1.0,4,0.8125999569892883,0.7993999719619751,0.7000000017881394,5.1862891610667637e-08,0.699999988079071
0.0,0.7,1.0,5,0.8134999871253967,0.8011999726295471,0.6999999940395355,5.2302863522721066e-08,0.699999988079071
0.0,0.7,1.0,6,0.8135499954223633,0.7998999953269958,0.7000000083446503,5.4771447218228074e-08,0.7000000476837158
0.0,0.7,1.0,7,0.8129499554634094,0.8014999628067017,0.7000000041723251,4.976541676196261e-08,0.7000000476837158
0.0,0.7,1.0,8,0.8125500082969666,0.7991999983787537,0.7000000041723251,5.518179857616014e-08,0.7000000476837158
0.0,0.7,1.0,9,0.8122999668121338,0.7996999621391296,0.6999999940395355,5.2302863522721066e-08,0.7000000476837158
0.0,1.0,0.0,0,0.8116999864578247,0.7996000051498413,1.000000022649765,5.5774152590225146e-08,1.0000001192092896
0.0,1.0,0.0,1,0.8123499751091003,0.7986999750137329,1.0000000190734863,6.73717076823463e-08,1.0
0.0,1.0,0.0,2,0.8134499788284302,0.7986999750137329,1.0000000321865081,6.10300337608824e-08,1.0
0.0,1.0,0.0,3,0.8111000061035156,0.801099956035614,1.000000017285347,5.6730973212394076e-08,0.9999999403953552
0.0,1.0,0.0,4,0.8125999569892883,0.7993999719619751,1.0000000166893006,5.596492097046614e-08,1.0
0.0,1.0,0.0,5,0.8134999871253967,0.8011999726295471,1.0000000244379044,5.966124231685276e-08,1.0000001192092896
0.0,1.0,0.0,6,0.8135499954223633,0.7998999953269958,1.0000000309944153,6.975526255763907e-08,1.0000001192092896
0.0,1.0,0.0,7,0.8129499554634094,0.8014999628067017,1.0000000202655792,6.263878181180789e-08,1.0
0.0,1.0,0.0,8,0.8125500082969666,0.7991999983787537,1.000000010728836,6.216052925340506e-08,1.0000001192092896
0.0,1.0,0.0,9,0.8122999668121338,0.7996999621391296,1.0000000262260438,6.381873519098364e-08,1.0
0.0,1.0,0.25,0,0.8116999864578247,0.7996000051498413,1.0000000309944153,6.662935549012242e-08,1.0
0.0,1.0,0.25,1,0.8123499751091003,0.7986999750137329,1.0000000131130218,5.500446317224181e-08,1.0
0.0,1.0,0.25,2,0.8134499788284302,0.7986999750137329,1.0000000190734863,6.522829065468051e-08,1.0
0.0,1.0,0.25,3,0.8111000061035156,0.801099956035614,1.0000000202655792,6.206901572678001e-08,1.0
0.0,1.0,0.25,4,0.8125999569892883,0.7993999719619751,1.000000017285347,6.037159069530497e-08,1.0
0.0,1.0,0.25,5,0.8134999871253967,0.8011999726295471,1.0000000125169755,6.32455558198478e-08,1.0
0.0,1.0,0.25,6,0.8135499954223633,0.7998999953269958,1.0000000178813935,6.873942968053099e-08,0.9999998807907104
0.0,1.0,0.25,7,0.8129499554634094,0.8014999628067017,1.0000000202655792,6.263878181180789e-08,1.0
0.0,1.0,0.25,8,0.8125500082969666,0.7991999983787537,1.000000016093254,6.128273516954029e-08,1.0000001192092896
0.0,1.0,0.25,9,0.8122999668121338,0.7996999621391296,1.000000021457672,6.448330085896739e-08,1.0
0.0,1.0,0.5,0,0.8116999864578247,0.7996000051498413,1.0000000184774398,6.34698514287838e-08,1.0000001192092896
0.0,1.0,0.5,1,0.8123499751091003,0.7986999750137329,1.0000000274181366,6.497726476150343e-08,1.0
0.0,1.0,0.5,2,0.8134499788284302,0.7986999750137329,1.0000000274181366,6.712869751596969e-08,1.0
0.0,1.0,0.5,3,0.8111000061035156,0.801099956035614,1.0000000208616258,5.615187788431874e-08,1.0
0.0,1.0,0.5,4,0.8125999569892883,0.7993999719619751,1.0000000154972077,6.880142226461446e-08,1.0
0.0,1.0,0.5,5,0.8134999871253967,0.8011999726295471,1.000000022649765,6.238872579636347e-08,1.0
0.0,1.0,0.5,6,0.8135499954223633,0.7998999953269958,1.0000000208616258,6.603753508973223e-08,1.0
0.0,1.0,0.5,7,0.8129499554634094,0.8014999628067017,1.0000000137090683,6.01121042944596e-08,1.0
0.0,1.0,0.5,8,0.8125500082969666,0.7991999983787537,1.000000025033951,6.14708570687949e-08,1.0
0.0,1.0,0.5,9,0.8122999668121338,0.7996999621391296,1.0000000154972077,5.9377715136586534e-08,1.0
0.0,1.0,0.75,0,0.8116999864578247,0.7996000051498413,1.0000000232458115,6.685026953246447e-08,0.9999999403953552
0.0,1.0,0.75,1,0.8123499751091003,0.7986999750137329,1.0000000089406966,5.678105021493927e-08,1.0
0.0,1.0,0.75,2,0.8134499788284302,0.7986999750137329,1.0000000292062758,6.925177394849028e-08,1.0
0.0,1.0,0.75,3,0.8111000061035156,0.801099956035614,1.0000000196695327,6.367104191765084e-08,1.0000001192092896
0.0,1.0,0.75,4,0.8125999569892883,0.7993999719619751,1.0000000196695327,6.139857070466063e-08,1.0
0.0,1.0,0.75,5,0.8134999871253967,0.8011999726295471,1.0000000059604646,5.870376707193914e-08,1.0
0.0,1.0,0.75,6,0.8135499954223633,0.7998999953269958,1.0000000178813935,5.870376707193913e-08,1.0
0.0,1.0,0.75,7,0.8129499554634094,0.8014999628067017,1.0000000083446503,5.5926819351863376e-08,1.0
0.0,1.0,0.75,8,0.8125500082969666,0.7991999983787537,1.0000000220537186,5.999378491137885e-08,0.9999999403953552
0.0,1.0,0.75,9,0.8122999668121338,0.7996999621391296,1.000000025033951,7.011087394968323e-08,0.9999999403953552
0.0,1.0,1.0,0,0.8116999864578247,0.7996000051498413,1.0000000143051146,5.724528886577115e-08,0.9999999403953552
0.0,1.0,1.0,1,0.8123499751091003,0.7986999750137329,1.0000000184774398,5.9422572523913996e-08,1.0
0.0,1.0,1.0,2,0.8134499788284302,0.7986999750137329,1.0000000262260438,6.03863007636735e-08,1.0000001192092896
0.0,1.0,1.0,3,0.8111000061035156,0.801099956035614,1.00000002682209,5.982774466241816e-08,1.0000001192092896
0.0,1.0,1.0,4,0.8125999569892883,0.7993999719619751,1.000000016093254,5.891821904602997e-08,1.0
0.0,1.0,1.0,5,0.8134999871253967,0.8011999726295471,1.0000000178813935,6.107658604359387e-08,1.0
0.0,1.0,1.0,6,0.8135499954223633,0.7998999953269958,1.0000000262260438,7.168434323488668e-08,1.0
0.0,1.0,1.0,7,0.8129499554634094,0.8014999628067017,1.0000000125169755,5.857957103251443e-08,0.9999999403953552
0.0,1.0,1.0,8,0.8125500082969666,0.7991999983787537,1.0000000095367432,5.312509526051806e-08,1.0000001192092896
0.0,1.0,1.0,9,0.8122999668121338,0.7996999621391296,1.0000000178813935,5.4302415723468656e-08,1.0
0.3,-0.7,0.0,0,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.0,1,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.0,2,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.0,3,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.0,4,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.0,5,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.0,6,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.0,7,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.0,8,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.0,9,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,0,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,1,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,2,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,3,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,4,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,5,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,6,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,7,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,8,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.25,9,0.10239999741315842,0.09950000047683716,,,
0.3,-0.7,0.5,0,0.8026999831199646,0.7942000031471252,-0.7,4.6932744228910275e-08,-0.6999999284744263
0.3,-0.7,0.5,1,0.8052499890327454,0.7953999638557434,-0.7000000035762787,5.567214216630753e-08,-0.7000000476837158
0.3,-0.7,0.5,2,0.8047499656677246,0.7935999631881714,-0.7000000059604645,5.4302415723468656e-08,-0.7000000476837158
0.3,-0.7,0.5,3,0.8016999959945679,0.7931999564170837,-0.7000000029802322,4.24617733024806e-08,-0.7000000476837158
0.3,-0.7,0.5,4,0.8069999814033508,0.793999969959259,-0.7000000083446503,5.541629457077723e-08,-0.7000001072883606
0.3,-0.7,0.5,5,0.8027499914169312,0.7955999970436096,-0.7000000083446503,5.2112324224458676e-08,-0.699999988079071
0.3,-0.7,0.5,6,0.8046000003814697,0.795199990272522,-0.7000000011920929,5.0982009840829615e-08,-0.699999988079071
0.3,-0.7,0.5,7,0.8014000058174133,0.7958999872207642,-0.7000000047683715,5.4026933639643964e-08,-0.699999988079071
0.3,-0.7,0.5,8,0.8043999671936035,0.7935999631881714,-0.7000000023841858,5.405323051812475e-08,-0.7000000476837158
0.3,-0.7,0.5,9,0.8032000064849854,0.7985000014305115,-0.6999999976158142,4.9668947830199384e-08,-0.7000001072883606
0.3,-0.7,0.75,0,0.8064999580383301,0.7953999638557434,-0.6999999982118607,4.919098785988163e-08,-0.7000000476837158
0.3,-0.7,0.75,1,0.8058499693870544,0.7994999885559082,-0.6999999976158142,5.2452087402343763e-08,-0.699999988079071
0.3,-0.7,0.75,2,0.807949960231781,0.7954999804496765,-0.6999999958276749,5.172570609962378e-08,-0.699999988079071
0.3,-0.7,0.75,3,0.8062999844551086,0.7980999946594238,-0.7000000047683715,5.132925544169185e-08,-0.7000000476837158
0.3,-0.7,0.75,4,0.8090499639511108,0.7964999675750732,-0.7000000041723251,4.60578477309978e-08,-0.699999988079071
0.3,-0.7,0.75,5,0.8071999549865723,0.7982999682426453,-0.7000000101327896,5.56944729121366e-08,-0.7000001072883606
0.3,-0.7,0.75,6,0.8068999648094177,0.7975999712944031,-0.7000000017881394,5.117328651399917e-08,-0.699999988079071
0.3,-0.7,0.75,7,0.8047999739646912,0.79749995470047,-0.700000011920929,4.842304232499576e-08,-0.7000000476837158
0.3,-0.7,0.75,8,0.8068999648094177,0.7982999682426453,-0.7000000035762787,5.630667533216259e-08,-0.7000000476837158
0.3,-0.7,0.75,9,0.8075000047683716,0.7999999523162842,-0.7,5.057621821307284e-08,-0.7000000476837158
0.3,-0.7,1.0,0,0.8064500093460083,0.796999990940094,-0.7000000035762787,5.3058178625745505e-08,-0.699999988079071
0.3,-0.7,1.0,1,0.8067499995231628,0.8000999689102173,-0.6999999946355819,5.257048573809175e-08,-0.6999999284744263
0.3,-0.7,1.0,2,0.8084999918937683,0.7960999608039856,-0.6999999952316284,5.077252254258835e-08,-0.7000000476837158
0.3,-0.7,1.0,3,0.8067499995231628,0.799299955368042,-0.7000000047683715,4.84817013923234e-08,-0.7000000476837158
0.3,-0.7,1.0,4,0.808899998664856,0.7975999712944031,-0.6999999928474426,5.3098338726330016e-08,-0.6999999284744263
0.3,-0.7,1.0,5,0.8072499632835388,0.798799991607666,-0.700000005364418,5.007854416679137e-08,-0.699999988079071
0.3,-0.7,1.0,6,0.8068499565124512,0.7989000082015991,-0.6999999952316284,4.638451685510568e-08,-0.699999988079071
0.3,-0.7,1.0,7,0.8057000041007996,0.796999990940094,-0.6999999970197678,5.28938750901784e-08,-0.699999988079071
0.3,-0.7,1.0,8,0.8072499632835388,0.7993999719619751,-0.7000000047683715,4.6231077741778655e-08,-0.6999999284744263
0.3,-0.7,1.0,9,0.8081499934196472,0.7996000051498413,-0.7000000071525574,5.188001429316746e-08,-0.6999999284744263
0.3,-0.4,0.0,0,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.0,1,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.0,2,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.0,3,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.0,4,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.0,5,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.0,6,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.0,7,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.0,8,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.0,9,0.10239999741315842,0.09950000047683716,,,
0.3,-0.4,0.25,0,0.005150000099092722,0.0044999998062849045,-0.40000002324581146,3.323460068571722e-08,-0.40000009536743164
0.3,-0.4,0.25,1,0.002149999840185046,0.0024999999441206455,-0.400000019967556,3.685259314571311e-08,-0.40000003576278687
0.3,-0.4,0.25,2,0.002149999840185046,0.0026000000070780516,-0.40000002264976503,3.077585850578687e-08,-0.4000000059604645
0.3,-0.4,0.25,3,0.002050000010058284,0.00279999990016222,-0.4000000211596489,3.4368422721434236e-08,-0.40000006556510925
0.3,-0.4,0.25,4,0.0030499999411404133,0.0031999999191612005,-0.40000002533197404,3.5356910579516505e-08,-0.4000000059604645
0.3,-0.4,0.25,5,0.003599999938160181,0.0026000000070780516,-0.40000002831220627,3.079172718490932e-08,-0.4000000059604645
0.3,-0.4,0.25,6,0.002899999963119626,0.0024999999441206455,-0.4000000274181366,3.347425718807929e-08,-0.4000000059604645
0.3,-0.4,0.25,7,0.0016999999061226845,0.0026000000070780516,-0.4000000217556953,2.963945470020314e-08,-0.4000000059604645
0.3,-0.4,0.25,8,0.002849999815225601,0.002300000051036477,-0.40000001788139344,3.72230887317562e-08,-0.40000003576278687
0.3,-0.4,0.25,9,0.00484999967738986,0.004999999888241291,-0.4000000342726707,3.634783899083873e-08,-0.3999999761581421
0.3,-0.4,0.5,0,0.803849995136261,0.7942999601364136,-0.4000000265240669,3.543720456827834e-08,-0.4000000059604645
0.3,-0.4,0.5,1,0.8052499890327454,0.7971999645233154,-0.4000000247359276,3.2278818196306644e-08,-0.40000006556510925
0.3,-0.4,0.5,2,0.8053999543190002,0.7945999503135681,-0.400000019967556,3.537700116176393e-08,-0.40000003576278687
0.3,-0.4,0.5,3,0.8030999898910522,0.7943999767303467,-0.400000034570694,3.648076951050605e-08,-0.40000003576278687
0.3,-0.4,0.5,4,0.8075999617576599,0.7945999503135681,-0.40000002801418305,3.254326270751643e-08,-0.3999999761581421
0.3,-0.4,0.5,5,0.8046500086784363,0.7960000038146973,-0.40000002205371854,3.561845104295889e-08,-0.40000003576278687
0.3,-0.4,0.5,6,0.8057000041007996,0.7963999509811401,-0.4000000274181366,3.0122467919572065e-08,-0.40000009536743164
0.3,-0.4,0.5,7,0.8024500012397766,0.795799970626831,-0.40000003039836884,3.220306076822305e-08,-0.3999999463558197
0.3,-0.4,0.5,8,0.8051499724388123,0.7954999804496765,-0.4000000292062759,3.806772792777005e-08,-0.40000006556510925
0.3,-0.4,0.5,9,0.8032999634742737,0.8000999689102173,-0.4000000312924385,3.3816116207570487e-08,-0.40000009536743164
0.3,-0.4,0.75,0,0.8063499927520752,0.7958999872207642,-0.40000003039836884,3.192606387339134e-08,-0.40000003576278687
0.3,-0.4,0.75,1,0.8065499663352966,0.7996000051498413,-0.4000000289082527,3.522604249930787e-08,-0.4000000059604645
0.3,-0.4,0.75,2,0.8078999519348145,0.7953999638557434,-0.4000000274181366,2.982615471648408e-08,-0.3999999761581421
0.3,-0.4,0.75,3,0.8059999942779541,0.7980999946594238,-0.40000003039836884,2.961697160912715e-08,-0.40000003576278687
0.3,-0.4,0.75,4,0.8089500069618225,0.7965999841690063,-0.4000000289082527,3.092987190175551e-08,-0.4000000059604645
0.3,-0.4,0.75,5,0.807449996471405,0.7981999516487122,-0.40000002026557924,3.358022217989749e-08,-0.4000000059604645
0.3,-0.4,0.75,6,0.8072499632835388,0.7975999712944031,-0.4000000265240669,3.2289822651819834e-08,-0.40000006556510925
0.3,-0.4,0.75,7,0.8047499656677246,0.796999990940094,-0.40000002294778825,3.3784583572343045e-08,-0.3999999761581421
0.3,-0.4,0.75,8,0.8065499663352966,0.7982999682426453,-0.4000000217556953,3.918863745403106e-08,-0.3999999761581421
0.3,-0.4,0.75,9,0.8072999715805054,0.7993999719619751,-0.4000000238418579,3.526258339345226e-08,-0.40000003576278687
0.3,-0.4,1.0,0,0.8064500093460083,0.796999990940094,-0.4000000238418579,2.9802322387695312e-08,-0.40000003576278687
0.3,-0.4,1.0,1,0.8067499995231628,0.8000999689102173,-0.4000000271201134,3.6571954859241786e-08,-0.40000003576278687
0.3,-0.4,1.0,2,0.8084999918937683,0.7960999608039856,-0.4000000259280205,3.266176816863748e-08,-0.40000003576278687
0.3,-0.4,1.0,3,0.8067499995231628,0.799299955368042,-0.4000000348687172,3.1667684690918146e-08,-0.40000003576278687
0.3,-0.4,1.0,4,0.808899998664856,0.7975999712944031,-0.40000002443790433,3.365947700380206e-08,-0.4000000059604645
0.3,-0.4,1.0,5,0.8072499632835388,0.798799991607666,-0.4000000265240669,3.1453806474001996e-08,-0.40000003576278687
0.3,-0.4,1.0,6,0.8068499565124512,0.7989000082015991,-0.40000002771615983,3.121570989506738e-08,-0.4000000059604645
0.3,-0.4,1.0,7,0.8057000041007996,0.796999990940094,-0.4000000271201134,3.70544871643695e-08,-0.4000000059604645
0.3,-0.4,1.0,8,0.8072499632835388,0.7993999719619751,-0.4000000259280205,3.42545253983446e-08,-0.40000003576278687
0.3,-0.4,1.0,9,0.8081499934196472,0.7996000051498413,-0.40000002562999726,3.297704742818607e-08,-0.3999999761581421
0.3,-0.2,0.0,0,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.0,1,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.0,2,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.0,3,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.0,4,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.0,5,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.0,6,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.0,7,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.0,8,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.0,9,0.10239999741315842,0.09950000047683716,,,
0.3,-0.2,0.25,0,0.7332499623298645,0.7312999963760376,-0.20000001475214957,1.6897548859911542e-08,-0.20000001788139343
0.3,-0.2,0.25,1,0.7134499549865723,0.7170000076293945,-0.20000001221895217,1.6018575013132915e-08,-0.19999998807907104
0.3,-0.2,0.25,2,0.6814000010490417,0.6765999794006348,-0.20000001326203345,1.7592838736400706e-08,-0.20000000298023224
0.3,-0.2,0.25,3,0.7137999534606934,0.7081999778747559,-0.20000001206994056,1.736416911423348e-08,-0.20000001788139343
0.3,-0.2,0.25,4,0.7197499871253967,0.7106999754905701,-0.20000001147389412,1.8281119628531086e-08,-0.20000000298023224
0.3,-0.2,0.25,5,0.6939499974250793,0.6917999982833862,-0.20000001460313796,1.7195191069545337e-08,-0.20000003278255463
0.3,-0.2,0.25,6,0.7198999524116516,0.7127999663352966,-0.20000001534819603,1.5917760479412714e-08,-0.20000001788139343
0.3,-0.2,0.25,7,0.7141000032424927,0.708299994468689,-0.20000001192092895,1.8966081829902313e-08,-0.20000001788139343
0.3,-0.2,0.25,8,0.7250999808311462,0.7186999917030334,-0.2000000135600567,1.8285977429620896e-08,-0.20000001788139343
0.3,-0.2,0.25,9,0.6840499639511108,0.6859999895095825,-0.20000001534819603,1.6733811618126845e-08,-0.20000001788139343
0.3,-0.2,0.5,0,0.8041499853134155,0.7949000000953674,-0.20000001281499863,1.607945079829241e-08,-0.19999998807907104
0.3,-0.2,0.5,1,0.8051999807357788,0.7967000007629395,-0.2000000137090683,1.660393271110549e-08,-0.20000001788139343
0.3,-0.2,0.5,2,0.805899977684021,0.7958999872207642,-0.20000001072883605,1.854940214108876e-08,-0.20000001788139343
0.3,-0.2,0.5,3,0.8033999800682068,0.7949000000953674,-0.20000001385807992,1.710131425203217e-08,-0.19999998807907104
0.3,-0.2,0.5,4,0.8077999949455261,0.7942000031471252,-0.2000000150501728,1.708052711162623e-08,-0.19999998807907104
0.3,-0.2,0.5,5,0.8043999671936035,0.7968999743461609,-0.20000001385807992,1.761302124965394e-08,-0.20000001788139343
0.3,-0.2,0.5,6,0.8057000041007996,0.7968999743461609,-0.20000001564621925,2.0580332453449268e-08,-0.20000001788139343
0.3,-0.2,0.5,7,0.8030999898910522,0.7961999773979187,-0.20000001639127732,1.6792755826688772e-08,-0.20000003278255463
0.3,-0.2,0.5,8,0.8057499527931213,0.7958999872207642,-0.2000000125169754,1.8191626622714818e-08,-0.20000001788139343
0.3,-0.2,0.5,9,0.8037499785423279,0.8001999855041504,-0.2000000111758709,1.7678455289758256e-08,-0.20000004768371582
